id,alamat,kelurahan_id,no_tps
1862,Kuwukan RT 3 RW 6,84,TPS 17
1863,Kuwukan Balai RW 6,84,TPS 18
1864,Lapangan RT.1 RW.7 Candi Lontar,84,TPS 19
1865,Balai RW.7 Candi Lontar,84,TPS 20
1866,Candi Lontar Gg.5 RT.6 RW.7,84,TPS 21
1867,Depan POS RT.2 Blok 44 RW.8,84,TPS 22
1868,Candi Lontar Kulon Gg.3-7 RT.3 RW.8,84,TPS 23
1869,Balai RW.8 Candi Lontar Utara,84,TPS 24
1870,Candi Lempung Blok 46 RT.1 RW.9,84,TPS 25
1871,Candi Lempung Blok 48 RW.9,84,TPS 26
1872,Simpang DPS (Balai RW 10),84,TPS 27
1873,Simpang DPS XIII/7 (Balai RW 10),84,TPS 28
1874,Simpang DPS (Balai RW 11),84,TPS 29
1875,Simpang DPU (Balai RW 12),84,TPS 30
1876,Taman Gapura Citraland (Balai RW),84,TPS 31
1877,Candi Lontar Wetan Blok 42F Gg.3 RW.14,84,TPS 32
1878,Candi Lontar Wetan Gg.6 RW.14,84,TPS 33
1879,Candi Lontar Tengah 10 RW.14,84,TPS 34
1880,Balai RW.14,84,TPS 35
1881,"Balai Pert. Warga (Club House) VGR 2, Pakuwon",84,TPS 36
1882,Balai RW 6JL. Made Selatan RT.03  RW.06,85,TPS 1
1883,Balai RW 1 (lama) JL. Made Selatan RT.02  RW.01,85,TPS 2
1884,Balai RW 1 JL. Made Selatan RT .03 RW .01,85,TPS 3
1885,Balai RW 2 JL. Made Barat RT .02 RW .02,85,TPS 4
1886,JL. Raya Made RT .02 RW .03,85,TPS 5
1887,JL. Made AMD RT .04 RW .03,85,TPS 6
1888,JL. Made Utara RT .03 RW .04,85,TPS 7
1889,JL.Raya Ngemplak RT. 01 RW. 05,85,TPS 8
1890,Balai RW 5 JL.Raya Ngemplak RT. 02 RW. 05,85,TPS 9
1891,"Fasum TPR C6 / 16, Citraland",85,TPS 10
1892,Lapangan Volly  Jl Sambiarum I,86,TPS 1
1893,Lapangan Volly  Jl Sambiarum II,86,TPS 2
1894,Sambiarum Lor,86,TPS 3
1895,Lapangan Volly Jl Sambiarum Lor II,86,TPS 4
1896,Lapangan Volly  Jl Sambiarum Lor VI,86,TPS 5
1897,Balai RW 01,86,TPS 6
1898,SD Karitas II,86,TPS 7
1899,TK Aisiyah 51,86,TPS 8
1900,TK Muslimat,86,TPS 9
1901,SDN Sambikerep II,86,TPS 10
1902,Balai RT 05  Sambiroto,86,TPS 11
1903,Balai RT 15  Sambiroto,86,TPS 12
1904,Balai RW 2 Kapasari,86,TPS 13
1905,Dk Bungkal RT 11,86,TPS 14
1906,Balai RW 03,86,TPS 15
1907,Dk Bungkal RT 1,86,TPS 16
1908,Balai RW 04 Baru,86,TPS 17
1909,TK Panca Galih,86,TPS 18
1910,Balai RW 04 Lama,86,TPS 19
1911,Dk Sambikerep RT 05,86,TPS 20
1912,Dk Kalijaran,86,TPS 21
1913,"Wilayah RW 08, Citraland",86,TPS 22
1914,"Wilayah RW 09, Citraland",86,TPS 23
1915,"Wilayah RW 10, Citraland",86,TPS 24
1916,"Wilayah RW 10, Citraland",86,TPS 25
1917,BALAI RW 1 JL. SAWAHAN SARI MULYO 1,87,TPS 1
1918,PERTIGAAN SAWAHAN DKA 4,87,TPS 2
1919,BALAI RW 3 JL SAWAHAN BARU 2/26,87,TPS 3
1920,SEBELAH LANGGAR MI'FATUL JANAAH JL SAWAHAN BARU 3,87,TPS 4
1921,SDK DON BOSCO JL TIDAR 117,87,TPS 5
1922,GDG GRAHA BAKTI RT2/05 JL PENANGGUNGAN 36,87,TPS 6
1923,DEPAN BALAI RW 5 JL TUNGGORONO,87,TPS 7
1924,JL TOKALA (SBLH UTARA),87,TPS 8
1925,JL PETEMON KALI 106,87,TPS 9
1926,GDG PRATAMA JL PETEMON KALI 2/1,87,TPS 10
1927,BALAI RT 3 JL. PETEMON 1/2,87,TPS 11
1928,DPN POS RT 4 JL PETEMON 1/50-A,87,TPS 12
1929,JL. PETEMON 1/100,87,TPS 13
1930,JL PETEMON 2/27,87,TPS 14
1931,DPN BALAI RT 4 JL PETEMON 2/48,87,TPS 15
1932,DPN BALAI RW 9 JL PETEMON 2/73,87,TPS 16
1933,JL PETEMON 2/104,87,TPS 17
1934,JL PETEMON 2A/103,87,TPS 18
1935,JL PETEMON 2/133,87,TPS 19
1936,JL PETEMON 3/3,87,TPS 20
1937,JL PETEMON 3/35,87,TPS 21
1938,JL PETEMON 3/52,87,TPS 22
1939,JL PETEMON 3/91,87,TPS 23
1940,JL PETEMON 4/11,87,TPS 24
1941,JL PETEMON 4/45,87,TPS 25
1942,BALAI RT 4 PETEMON 4/70,87,TPS 26
1943,BALAI RW 12 PETEMON BARAT 24,87,TPS 27
1944,PETEMON BARAT 140,87,TPS 28
1945,PETEMON 4 /114,87,TPS 29
1946,JL PETEMON 4/138,87,TPS 30
1947,POS KAMLING RT 3 PETEMON 3/128',87,TPS 31
1948,BALAI RW 13 JL SIMO KWAGEAN 13,87,TPS 32
1949,JLPETEMON 3/141,87,TPS 33
1950,JL SIMO KATRUNGAN BARU 54,87,TPS 34
1951,PETEMON 4/ 200,87,TPS 35
1952,PETEMON BARAT 246,87,TPS 36
1953,PETEMON BARAT 190,87,TPS 37
1954,,87,TPS 38
1955,SIMO SIDOMULYO 5/44,87,TPS 39
1956,SIMO SIDOMULYO 9/10,87,TPS 40
1957,SIMO SIDOMULYO 10/79,87,TPS 41
1958,SIMO SIDOMULYO BARU TENGAH,87,TPS 42
1959,SIMO SIDOMULYO 2/33,87,TPS 43
1960,SIMO SIDOMULYO 3/,87,TPS 44
1961,SIMO SIDOMULYO 4/43,87,TPS 45
1962,SIMO SIDOMULYO 6/1,87,TPS 46
1963,SIMO SIDOMULYO 7/32,87,TPS 47
1964,PEREMPATAN SIMO SIDOMULYO 7A,87,TPS 48
1965,PEREMPATAN SIMO SIDOMULYO 8,87,TPS 49
1966,SDN PETEMON 9 JL PACUAN KUDA,87,TPS 50
1967,BALAI RW 18 PETEMON SIDOMULYO TENGAH,87,TPS 51
1968,PETEMON SIDOMULYO 4/40,87,TPS 52
1969,Petemon timur 58 ( Balai RW I ),88,TPS 1
1970,Petemon Kuburan no. 11,88,TPS 2
1971,Petemon Kuburan no. 41,88,TPS 3
1972,Petemon Kuburan 64,88,TPS 4
1973,Kedung Anyar buntu RT 1,88,TPS 5
1974,Kedung Anyar GG 8 Di Sekolahan DARUSSALAM,88,TPS 6
1975,Kedung Anyar 8 / 57,88,TPS 7
1976,Kedung Anyar 7 di SDN SAWAHAN IX,88,TPS 8
1977,KEDUNG ANYAR 9 / 21,88,TPS 9
1978,BALAI RW IV,88,TPS 10
1979,GANG WELIRANGAN NO 40 ( Lapangan GPPS ),88,TPS 11
1980,JLN. ARGOPURO 50,88,TPS 12
1981,JLN. ANJASMORO 8,88,TPS 13
1982,"JLN, IJEN 6",88,TPS 14
1983,JL. HALIMUN ( Balai RW VIII),88,TPS 15
1984,JALAN SINDORO,88,TPS 16
1985,JL. KEDUNGDORO 70,88,TPS 17
1986,KEDUNGDORO GG I ( Balai RW XI ),88,TPS 18
1987,KEDUNGDORO GG V DI TK MASA BHAKTI,88,TPS 19
1988,Perempatan Kedungdoro gg 7,88,TPS 20
1989,Pertigaan Kedungdoro gg 9,88,TPS 21
1990,KEDUNGDORO GG 11,88,TPS 22
1991,Kedung Doro gg 6 / 42,88,TPS 23
1992,KEDUNG ANYAR 1 ( EX Sekolahan ),88,TPS 24
1993,BALAI RW XII ( JL. BROMO TIMUR ),88,TPS 25
1994,KEDUNG ANYAR 2 / 30,88,TPS 26
1995,KEDUNG ANYAR 2 / 43,88,TPS 27
1996,KEDUNG ANYAR 5 (KOPERASI WASPADA),88,TPS 28
1997,BALAI RW XIII,88,TPS 29
1998,JL. TAMAN ARJUNA 1,88,TPS 30
1999,SIMO GUNUNG 1,89,TPS 1
2000,SIMO GUNUNG 3/30,89,TPS 2
2001,SIMO GUNUNG 4/33,89,TPS 3
2002,SIMO KATRUNGAN KIDUL GG LANGGAR,89,TPS 4
2003,SIMO KATRUNGAN KIDUL 1,89,TPS 5
2004,SIMO KATRUNGAN KIDUL (RT 8),89,TPS 6
2005,SIMO GUNUNG 1/44,89,TPS 7
2006,SIMO GUNUNG KRAMAT TIMUR,89,TPS 8
2007,SIMO GUNUNG KRAMAT BARAT 26,89,TPS 9
2008,SIMO KWAGEAN BUNTU KIDUL 19,89,TPS 10
2009,SIMO KWAGEAN BUNTU KIDUL 30,89,TPS 11
2010,BANYU URIP 89,89,TPS 12
2011,BANYU URIP KIDUL 4,89,TPS 13
2012,BANYU URIP KIDUL 5/23,89,TPS 14
2013,BANYU URIP KIDUL 7/8,89,TPS 15
2014,BANYU URIP KIDUL 7A (RT9),89,TPS 16
2015,BANYU URIP KIDUL 2 (RT2),89,TPS 17
2016,BANYU URIP KIDUL 2 (RT 3),89,TPS 18
2017,BANYU URIP KIDUL 3 (RT 4),89,TPS 19
2018,BANYU URIP KIDUL 9A,89,TPS 20
2019,BANYU URIP KIDUL MOLIN 2B (RT 16),89,TPS 21
2020,BANYU URIP KIDUL 2 (RT 7),89,TPS 22
2021,BANYU URIP KIDUL MOLIN 2B (RT 8),89,TPS 23
2022,BANYU URIP KIDUL 2 (RT 10),89,TPS 24
2023,BANYU URIP KIDUL 3 (RT 11),89,TPS 25
2024,BANYU URIP KIDUL MOLIN 2B/15,89,TPS 26
2025,BANYU URIP KIDUL 2 MOLIN 2,89,TPS 27
2026,BANYU URIP KIDUL 2 (RT 15),89,TPS 28
2027,BANYU URIP KIDUL 1/41,89,TPS 29
2028,BANYU URIP KIDUL 1A,89,TPS 30
2029,BANYU URIP KIDUL 1B,89,TPS 31
2030,BANYU URIP KIDUL 2A/21,89,TPS 32
2031,BANYU URIP WETAN (HAL SDN 9),89,TPS 33
2032,BANYU URIP WETAN 2 (LAP. BUL TANG),89,TPS 34
2033,BANYU URIP WETAN (LAP. BUL RT 6),89,TPS 35
2034,BANYU URIP WETAN 3C,89,TPS 36
2035,BANYU URIP WETAN TENGAH 1 (RT 1),89,TPS 37
2036,,89,TPS 38
2037,BANYU URIP WETAN TENGAH 5,89,TPS 39
2038,BANYU URIP WETAN TENGAH GG 6,89,TPS 40
2039,BANYU URIP WETAN TENGAH (RT 5),89,TPS 41
2040,BANYU URIP WETAN GG 4C,89,TPS 42
2041,BANYU URIP WETAN 4/32B,89,TPS 43
2042,GIRILAYA 2,89,TPS 44
2043,GIRILAYA 3,89,TPS 45
2044,GIRILAYA 4,89,TPS 46
2045,GIRILAYA 5,89,TPS 47
2046,GIRILAYA 8,89,TPS 48
2047,GIRILAYA 10/53,89,TPS 49
2048,BANYU URIP KIDUL 5/31,89,TPS 50
2049,BANYU URIP KIDUL 5/57,89,TPS 51
2050,BANYU URIP KIDUL 6 (RT 4),89,TPS 52
2051,BANYU URIP KIDUL 10 B/18,89,TPS 53
2052,BANYU URIP KIDUL 6F (RT 7),89,TPS 54
2053,BANYU URIP KIDUL 10C/30,89,TPS 55
2054,Jl. Mustang no 5,90,TPS 1
2055,"Balai RT 02, Jl. Simolangit 12",90,TPS 2
2056,"Balai RT 01, Jl. Simo Gunung Kramat Timur 4 / 21",90,TPS 3
2057,Jl. Simo Gunung Kramat Timue 9 / 56,90,TPS 4
2058,"Balai RT 03, Jl. Simo Gunung Kramat 12 A",90,TPS 5
2059,"Balai RT 07, Jl. Simo Gunung Kramat Timur 43",90,TPS 6
2060,"Balai RT 05, Jl. Simo Gunung Kramat Timur 2 / 16",90,TPS 7
2061,"Balai RT 06, Jl. Simo Gunung Kramat Timur 3  21 ",90,TPS 8
2062,Jl. Simo Gunung Kramat Yimur 8 / 33,90,TPS 9
2063,Jl.Putat Jaya Pasar 7- 8,90,TPS 10
2064,Jl. Putat Jaya  4 A,90,TPS 11
2065,Jl. Putat Jaya 1 A / 30,90,TPS 12
2066,Jl. Putat Jaya 6 A / 24,90,TPS 13
2067,Jl. Putat Jaya Sekolahan gang I,90,TPS 14
2068,Jl. Banyu Urip Wetan 4 A,90,TPS 15
2069,Jl. Banyu Urip Wetan 6/ 2,90,TPS 16
2070,Jl. Banyu Urip Wetan 5 / 22,90,TPS 17
2071,Jl. Banyu Urip wetan 5 Raya 44,90,TPS 18
2072,Jl. Banyu Urip Wetan 5 /79,90,TPS 19
2073,Jl. Banyu Urip Wetan 5 Raya no. 89,90,TPS 20
2074,Jl. Banyu Urip Jaya 1,90,TPS 21
2075,Jl. Banyu Urip Jaya 3 / 14,90,TPS 22
2076,Jl. Banyu Urip Jaya V / 35,90,TPS 23
2077,Jl. Banyu Urip Jaya 4 / 69,90,TPS 24
2078,Jl. Banyu Urip Jaya 6/ 54,90,TPS 25
2079,"Balai RT 01, Jl. Kupang  Gunung Timur III",90,TPS 26
2080,"Balai RT 03, Jl. Kupang  Gunung Timur V",90,TPS 27
2081,"Balai RT 04, Jl. Kupang  Gunung Timur V no 27",90,TPS 28
2082,Jl. Kupang Gunung Timur  VI no 29,90,TPS 29
2083,"Balai RT 02, Jl. Kupang Gunung  Jaya II",90,TPS 30
2084,Jl. Kupang Gunung Jaya gang 5,90,TPS 31
2085,Jl. Kupang Gunung Jaya gang 7,90,TPS 32
2086,Jl. Kupang Gunung Jaya gang 9 A,90,TPS 33
2087,"Balai RT 02, Jl. Dukuh Kupang Barat  I",90,TPS 34
2088,"Balai RT 06, Jl. Dukuh Kupang Barat I gang III",90,TPS 35
2089,"Balai RT 03, Jl. Dukuh Kupang Barat I Buntu 3",90,TPS 36
2090,"Balai RT 07, Jl. Dukuh Kupang Utara ",90,TPS 37
2091,,90,TPS 38
2092,"Balai RT 08, Jl. Dukuh Kupang Utara IIC",90,TPS 39
2093,"Balai RT 09, Jl. Dukuh Kupang Barat I Buntu 3 Blok Mataram",90,TPS 40
2094,Jl. Kupang Gunung Barat  4 no 72,90,TPS 41
2095,Jl. Kupang Gunung  Barat 7 / 67 ,90,TPS 42
2096,"Depan Balai RW 9, Jl. Kupang  Gunung Barat 4 ",90,TPS 43
2097,"Balai RT 07, Jl. Kupang  Gunung Barat 4",90,TPS 44
2098,"Balai RT 01, Jl. Putat Jaya Timur 4 B / 40",90,TPS 45
2099,"Balai RT 04, Jl. Putat Jaya Timur IB / 30",90,TPS 46
2100,"Balai RT 02, Jl. Putat Jaya Barat 6 B / 33A",90,TPS 47
2101,"Balai RT 03, Jl. Putat Jaya Barat 7B / 2",90,TPS 48
2102,Jl. Putat Jaya Barat 9B / 22,90,TPS 49
2103,Jl. Putat Jaya C Timur gang 2 ,90,TPS 50
2104,Jl. Putat Jaya C Timur gang I,90,TPS 51
2105,"Jl.. Kupang Gunung Timur I, Gang Dolly",90,TPS 52
2106,"Balai RT 01, Jl. Putat Jaya C Barat 7 ",90,TPS 53
2107,"Balai RT 03, Jl. Putat Jaya  C Barat 9 ",90,TPS 54
2108,"Balai RT 04, Jl. Putat Jaya C Barat 10 / 64",90,TPS 55
2109,Jl. Putat Jaya C Barat 11 / 26,90,TPS 56
2110,"Balai RT 07, Jl. Putat Jaya C Barat V",90,TPS 57
2111,Jl. Simo Gunung Kramat Barat 3 A / 5,90,TPS 58
2112,"Pendopo makam Tiong Hwa, Jl. Simo Kwagean Kuburan",90,TPS 59
2113,Jl. Simo Gunung Kramat Barat 1,90,TPS 60
2114,Jl. Simo Gunung Kramat Barat  4 A,90,TPS 61
2115,Jl. Simo Gunung Kramat Barat 25,90,TPS 62
2116,Jl. Simo Gunung kramat Barat VI,90,TPS 63
2117,Jl. Simo Gunung Baru Jaya C / 21,90,TPS 64
2118,Petemon Barat no.227 H (RT.01),91,TPS 1
2119,Banyu Urip no.284 (RT.04),91,TPS 2
2120,Simo Kwagean Buntu Lor 46 (RT.03),91,TPS 3
2121,Simo Kwagean Buntu Lor 9 (RT.07),91,TPS 4
2122,Petemon Barat 61 (RT.02),91,TPS 5
2123,Petemon Kali 97 (Sekolah SDK Indriasana RT.04),91,TPS 6
2124,Petemon Timur 71 (RT.07),91,TPS 7
2125,Petemon Timur 45 (SD Musra RT.06),91,TPS 8
2126,Kupang Krajan Masjid (Lapangan RT.01),91,TPS 9
2127,Kupang Krajan Masjid 8 (Lapangan RT.02),91,TPS 10
2128,Kupang Krajan Lor I (Lapangan RT.03),91,TPS 11
2129,Kupang Krajan I / 7 RT.04 (Depan Balai RT.04),91,TPS 12
2130,Kupang Krajan Tengah (Depan Balai RT.05),91,TPS 13
2131,Kupang Krajan Tengah (Balai Gotong Royong RT.06),91,TPS 14
2132,Kupang Krajan Lor II (Lapangan RT.09),91,TPS 15
2133,Kupang Krajan 5A (Lapangan RT.02),91,TPS 16
2134,Kupang Krajan 6 (Lapangan RT.03),91,TPS 17
2135,Banyu Urip No.8 RT.07 (Pendopo RT.07),91,TPS 18
2136,Kupang Krajan Kidul III RT.02 (Lapangan RT.02),91,TPS 19
2137,Kupang Krajan Kidul I RT.07 (Lapangan RT.07),91,TPS 20
2138,Kupang Krajan IV / 86 RT.04 (Lapangan RT.04),91,TPS 21
2139,Kupang Krajan IV / 23 RT.06 (Lapangan RT.06),91,TPS 22
2140,Banyu Urip Lor I / 11 RT.01 (SD Budi Luhur RT.01),91,TPS 23
2141,Banyu Urip Lor X / 39 RT.04 (Pertigaan Balai RT.04),91,TPS 24
2142,Banyu Urip Lor XI / 48 RT.05 (Balai RT.05),91,TPS 25
2143,Banyu Urip Lor V / 34 B (Lapangan RT.08),91,TPS 26
2144,Banyu Urip Lor Tengah no.6 (depan Mushollah RT.10),91,TPS 27
2145,Banyu Urip Lor IX  (Pos RT.02),91,TPS 28
2146,Banyu Urip Lor VIII   (Depan Balai RT.03),91,TPS 29
2147,Banyu Urip Lor  V (Perempatan depan Balai RT.04),91,TPS 30
2148,Banyu Urip Lor VI  (Pertigaan Banyu Urip Lor VI RT.01),91,TPS 31
2149,Banyu Urip Lor III/5  RT.07 (Lapangan RT.07),91,TPS 32
2150,Banyu Urip Lor IIID  RT.08 (SDN Kupang Krajan I RT.08),91,TPS 33
2151,Banyu Urip Lor IV (Depan Pos Balai RT.11),91,TPS 34
2152,WONOKITRI II/BALAI RW 01,92,TPS 1
2153,WONOKITRI BESAR / PARKIRAN RADIO SUARA SURABAYA,92,TPS 2
2154,WONOKITRI BESAR / LAPANGAN CITRA,92,TPS 3
2155,WONOKITRI BUNTU,92,TPS 4
2156,PAKIS III / BALAI RT 01,92,TPS 5
2157,PAKIS 3 NO.36/ SD PAKIS JAYA,92,TPS 6
2158,PAKIS NO 24 / SALON,92,TPS 7
2159,PAKIS WETAN V / BALAI RT 08,92,TPS 8
2160,PAKIS WETAN V / WILAYAH PABRIK KERDUS,92,TPS 9
2161,PAKIS WETAN VI / TK PAKIS JAYA,92,TPS 10
2162,PAKIS TIRTOSARI / LAPANGAN RT 04,92,TPS 11
2163,JL.RAYA PAKIS / WILAYAH RT 03 RW 04,92,TPS 12
2164,PAKIS GUNUNG II A / DEPAN BALAI RT 07 RW 04,92,TPS 13
2165,PAKIS GUNUNG I C/ LAPANGAN - BULU TANGKIS RT 13 RW 04,92,TPS 14
2166,PAKIS GUNUNG I / DEPAN BALAI RT 10 RW 04,92,TPS 15
2167,PAKIS GUNUNG II / WILAYAH RT 09 RW 04,92,TPS 16
2168,PAKIS GUNUNG I B / DEPAN BALAI RT,92,TPS 17
2169,PAKIS GUNUNG I / WILAYAH RT 08 RW 04,92,TPS 18
2170,PAKIS GUNUNG I / BALAI RT 1 RW 04,92,TPS 19
2171,BALAI RT 1 RW 05/ PAKIS TIRTOSARI,92,TPS 20
2172,BALAI RT 8 RW 05/ PAKIS TIRTOSARI,92,TPS 21
2173,BALAI RT 6 RW 5/ PAKIS TIRTOSARI,92,TPS 22
2174,BALAI RT 04 RW V/ PAKIS TIRTOSARI,92,TPS 23
2175,BALAI RT 05 RW V/ PAKIS TIRTOSARI,92,TPS 24
2176,BALAI RW V/ RAYA PAKIS TIRTOSARI,92,TPS 25
2177,BALAI RT 08 RW V PAKIS TIRTOSARI,92,TPS 26
2178,BALAI RT 10 RW V/ PAKIS TIRTOSARI,92,TPS 27
2179,BALAI RT 01 RW VI/ KEMB.KUNING KULON I,92,TPS 28
2180,HALAMAN SMP RAHMAT/ GAPURA MAKAM KRISTEN RW VI,92,TPS 29
2181,BALAI RT 05 RW VI/KEMB- KUNING KULON BESAR B,92,TPS 30
2182,Kembang Kuning Kulon III Depan Rumah Pak RT,92,TPS 31
2183,BALAI RT 08 RW VI - DPN MAKAM MBAH KARIMAH/KEMB KUNING KULON 2 NO.53,92,TPS 32
2184,BALAI RT 10 RW VI/ KEMB.KUNING KRAMAT I,92,TPS 33
2185,Pakis I (Depan Rumah - Pak RT.11),92,TPS 34
2186,DEPAN RMH BAPAK RT 13- /PAKIS II NO.41,92,TPS 35
2187,DEPAN BALAI RT 14/KEMBANG KUNING KRAMAT 2,92,TPS 36
2188,KEMBANG KUNING KRAMAT JAYA GANG LEBAR,92,TPS 37
2189,,92,TPS 38
2190,HALAMAN SEKOLAH TUNAS - JAYA/KEMB.KUNING MULYO 4,92,TPS 39
2191,Kembang Kuning Mulyo I / Depan Balai RT 17/RW. VI,92,TPS 40
2192,Pakis Sidokumpul Halaman - Parkiran RW. VII,92,TPS 41
2193,DUKUH KUPANG TIMUR 6 A,92,TPS 42
2194,BALAI RT 2 RW VIII/ DK.KUPANG TIMUR 12 A,92,TPS 43
2195,DEPAN BALAI RT 1 RW 8/ DUKUH KUPANG TIMUR 7 A,92,TPS 44
2196,DUKUH KUPANG TIMUR 11/58 BALAI RT 4 RW VIII,92,TPS 45
2197,BALAI RT 7 RW VIII/ DK.KUPANG TIMUR 10B,92,TPS 46
2198,Dukuh Kupang Timur XIV - Balai RT. 02 / IX,92,TPS 47
2199,Dukuh Kupang Timur XVI/ Balai RT. ,92,TPS 48
2200,Dukuh Kupang Timur 17/ Balai RT,92,TPS 49
2201,Dukuh Kupang Timur 20/ Balai RT,92,TPS 50
2202,Jl. SIDORAME BARU,93,TPS 1
2203,Jl. SIDORAME 65,93,TPS 2
2204,Jl. ARIMBI I ( Samping Balai RW. I ),93,TPS 3
2205,Jl. ARIMBI 2,93,TPS 4
2206,Jl. SIDOTOPO LOR I - BALAI RW. II,93,TPS 5
2207,Jl. KOMP. SIDOTOPO DIPO 5/2 (BALAI RW. III),93,TPS 6
2208,Jl. KOMP. SIDOTOPO DIPO 4/3,93,TPS 7
2209,Jl. KOMP. SIDOTOPO DIPO 3/17,93,TPS 8
2210,Jl. KOMP. SIDOTOPO DIPO BARAT 4/39,93,TPS 9
2211,Jl. SIDOTOPO Gg. 2,93,TPS 10
2212,Jl. SIDOTOPO KULON 337 - BALAI RW. IV,93,TPS 11
2213,Jl. SIDOTOPO Gg. 5,93,TPS 12
2214,Jl. SIDOTOPO KIDUL 80,93,TPS 13
2215,Jl. SIDOTOPO LOR 91,93,TPS 14
2216,JL. SIDOTOPO KULON 330,93,TPS 15
2217,Jl. SIDOTOPO SEKOLAHAN Gg.  2 / 7,93,TPS 16
2218,Jl. SIDOTOPO SEKOLAHAN Gg. 2 (BALAI RW. 5),93,TPS 17
2219,Jl. SIDOTOPO SEKOLAHAN Gg. 10/4,93,TPS 18
2220,Jl. SIDOTOPO SEKOLAHAN Gg. 2/26,93,TPS 19
2221,Jl. SIDOTOPO KIDUL 65 - BALAI RW. VI,93,TPS 20
2222,Jl. SURTIKANTI II,93,TPS 21
2223,Jl. KUNTI 63,93,TPS 22
2224,Jl. KUNTI Gg. I (BALAI RW. 8),93,TPS 23
2225,Jl. ABIMANYU PONTEN,93,TPS 24
2226,Jl. KUNTI 41,93,TPS 25
2227,Jl. KUNTI 7,93,TPS 26
2228,Jl. SUMBO III EKS PUSKESMAS,93,TPS 27
2229,Jl. SENCAKI 57,93,TPS 28
2230,Jl. BOLODEWO 77,93,TPS 29
2231,Jl. SURTIKANTI I / 5,93,TPS 30
2232,Jl. PRABOWO 7,93,TPS 31
2233,Jl. IRAWATI 2 / 11,93,TPS 32
2234,Jl. SIDORAME 12,93,TPS 33
2235,JL. SIDOTOPO SEKOLAHAN 4 - BALAI RW. XI,93,TPS 34
2236,Jl. SIDOTOPO SEKOLAHAN 7/130,93,TPS 35
2237,Jl. SIDOTOPO SEKOLAHAN 7/60,93,TPS 36
2238,Jl. SIDOTOPO SEKOLAHAN 12/113,93,TPS 37
2239,,93,TPS 38
2240,Jl. SIDOTOPO JAYA Gg 1,93,TPS 39
2241,Jl. SIDOTOPO JAYA Gg 2A,93,TPS 40
2242,Jl. SIDOTOPO JAYA Gg 3 A (Depan Pos RT. 04),93,TPS 41
2243,Jl. SIDOTOPO JAYA Gg 8,93,TPS 42
2244,Jl. SIDOTOPO JAYA Gg 2A Depan Rumah No. 42,93,TPS 43
2245,Jl Wonosari Lor No 50 (Balai RW 01),94,TPS 1
2246,Jl Wonosari IV No 2,94,TPS 2
2247,Jl Jatisrono (depan Wilayah Endrosono 1),94,TPS 3
2248,Jl Wonosari Lor (depan Perum Amira Graha),94,TPS 4
2249,Jl Endrosono Gg 5 (Dpn Pos Kamling),94,TPS 5
2250,Jl Wonosari Tegal I,94,TPS 6
2251,Jl Wonosari Tegal III,94,TPS 7
2252,Jl Wonosari Tegal (Dpn SD Wonokusumo V/44),94,TPS 8
2253,Jl Wonosari Tegal GG 2,94,TPS 9
2254,Jl Endrosono 169 (Balai RW 3 Endrosono),94,TPS 10
2255,Jl Endrosono Gg VII (SD Endrosono),94,TPS 11
2256,Jl Endrosono Gg IX ,94,TPS 12
2257,Jl Mrutu Kalianyar Gg 3,94,TPS 13
2258,Jl Raya Mrutu Kalianyar ,94,TPS 14
2259,Jl Raya Mrutu Kalianyar Gg 2 ,94,TPS 15
2260,Jl Raya Mrutu Kalianyar No 50 (Balai RW 4 ),94,TPS 16
2261,Jl Bulak Rukem I/7 (Balai RW),94,TPS 17
2262,Jl Bulak Rukem I/44,94,TPS 18
2263,Jl Bulak Rukem VI / 30 Dpn Pos RT (Lapangan),94,TPS 19
2264,Jl Bulak Rukem III - SD Al - Ikhlas,94,TPS 20
2265,Jl Bulak Rukem V ,94,TPS 21
2266,Jl Bulaksari II  / 5 ,94,TPS 22
2267,Jl Bulaksari 22,94,TPS 23
2268,BULAK SARI 7 / 18,94,TPS 24
2269,BULAK SARI VIII / 12,94,TPS 25
2270,Jl Wonosari Wetan Gg I,94,TPS 26
2271,Wonosari Wetan Gg 8,94,TPS 27
2272,Wonosari Wetan Gg Sekolah,94,TPS 28
2273,Wonosari Wetan Wetan Baru VI,94,TPS 29
2274,Wonosori Mulyo III,94,TPS 30
2275,Wonosari Wetan Wetan Baru VII,94,TPS 31
2276,Wonosari Wetan Wetan Baru IX,94,TPS 32
2277,Wonosari Wetan Indah ,94,TPS 33
2278,Wonosari Wetan I E,94,TPS 34
2279,Wonosari Wetan Baru X,94,TPS 35
2280,Wonosari Mulyo V,94,TPS 36
2281,Wonosari Mulyo IX,94,TPS 37
2282,,94,TPS 38
2283,Wonosari Wetan I D,94,TPS 39
2284,Wonosari Mulyo XII,94,TPS 40
2285,Jl Tenggumung Wetan 7,94,TPS 41
2286,Jl Tenggumung Wetan 7,94,TPS 42
2287,Jl Tenggumung Wetan 7,94,TPS 43
2288,Jl Tenggumung Wetan 7,94,TPS 44
2289,Jl Tenggumung Wetan 5,94,TPS 45
2290,Jl Tenggumung Wetan Gg Merpati,94,TPS 46
2291,Jl Tenggumung Wetan Gg Garuda,94,TPS 47
2292,Jl Tenggumung Wetan Gg Duku,94,TPS 48
2293,Jl Tenggumung Wetan Gg Mangga,94,TPS 49
2294,Jl Tenggumung Wetan Gg ,94,TPS 50
