id_calon,pekerjaan,,
3209-00-0000-0201,"Pondok Pesantren Al-Mizan, Pimpinan/Pengasuh, 1999-Sekarang",,
3209-00-0000-0201,"Pondok Pesantren Al-Faqieh, Ketua Dewan Wakaf, 2004-Sekarang",,
3209-00-0000-0201,"Pondok Pesantren Qi Buyut, Pimpinan/Pengasuh, 2004-Sekarang",,
3209-00-0000-0601,PETANI/PEKEBUN,,
3209-00-0000-0301,Anggota MPR / DPR RI (2009-2014),,
3209-00-0000-0301,"Guru Aliyah PUI, Jakaarta Selatan (1995)",,
3209-00-0000-0301,"Guru SMP Halim Perdana Kusuma, Jak-Tim (1992)",,
3209-00-0000-0702,PT. TRINITY. Bandung. Sekretaris,,
3209-00-0000-0702,"PT. Rimba Dana Panca Mukti, Consultant",,
3209-00-0000-0702,"PT. Cahaya Agung Bumi Rizki Bandung, Staf Adm",,
3209-00-0000-0702,"Standard Chartered Bank Jakarta, Marketing",,
3209-00-0000-0702,"PT. Alam Semesta Sarana Jakarta, Manager",,
3209-00-0000-0702,"PT. Bumi Tana Raya, Business Development",,
3209-00-0000-0401,MANAGER KKBM UNPAR TAHUN 1998,,
3209-00-0000-0401,PENGUSAHA TAHUN 1994 - 2004,,
3209-00-0000-0401,ANGGOTA DPR RI PERIODE TAHUN 2004 - 2009,,
3209-00-0000-0401,ANGGOTA DPR RI PERIODE TAHUN 2009 - 2014,,
3209-00-0000-0401,ADVISOR,,
3209-00-0000-0401,TURUT MEMILIKI BEBERAPA RESTAURANT,,
3209-00-0000-0402,Ajudan Wakil Presiden Tri Sutrisno Th. 1996,,
3209-00-0000-0402,"Ka.Staf GARNISUN Jakarta, Th 1999-2001",,
3209-00-0000-0402,"Sekertaris Militer Presiden Megawati Soekarno Putri, Th 2001-2004",,
3209-00-0000-0402,"Sekertaris Militer Presiden SBY, Th 2004-2005.",,
3210-00-0000-0501,"1999-2004, DPR RI, ANGGOTA KOMISI II, JAKARTA",,
3210-00-0000-0501,"2004-2009, DPR RI, ANGGOTA KOMISI III, JAKARTA",,
3210-00-0000-0501,"2009-2014, DPR RI, ANGGOTA KOMISI II, JAKARTA",,
3210-00-0000-0901,PIMPINAN UMUM PONDOK PESANTREN MIFTAHUL-HUDA MANONJAYA TASIKMALAYA SEJAK TAHUN 1994,,
3210-00-0000-0901,ANGGOTA DPR RI PERIODE 2009 - 2014,,
3210-00-0000-0201,"1997-2001, DOSEN JAKARTA",,
3210-00-0000-0201,"2005-2012, TA, JAKARTA",,
3210-00-0000-0301,DOSEN,,
3210-00-0000-0301,DPR RI,,
3210-00-0000-0702,TAHUN 1972 S/D 1975 KARYAWAN DITJEN MONETER DEPKEU RI JAKARTA,,
3210-00-0000-0702,TAHUN 1976 S/D APRIL 2002 KARYAWAN DITJEN PAJAK DEPKEU RI JAKARTA,,
3210-00-0000-0702,BULAN MEI 2002 PENSIUN DARI DITJEN PAJAK DEPKEU RI JAKARTA,,
3210-00-0000-0702,PENGUSAHA AGRO BISNIS & KOPERASI,,
3210-00-0000-0702,TAHUN 2009 S/D SEKARANG ANGGOTA DPR RI (2009 - 2014) KOMISI XI FRAKSI PARTAI DEMOKRAT,,
3210-00-0000-0402,Wakil Ketua Yayasan Fatmawati,,
3210-00-0000-0403,Ketua Yayasan Wildan.,,
3210-00-0000-0404,Anggota DPR RI FPDIP Komisi X (2009-sekarang),,
3210-00-0000-0405,Anggota Partai Demokrasi Indonesia Perjuangan,,
3210-00-0000-0406,Ketua Panitia Pelaksana mengenang 85 Thn Ibu Fatmawati,,
3210-00-0000-0407,Juru bicara kampanye Pilpres 2009 tim Mega-Prabowo wilayah Jawa Barat dan Bengkulu,,
3210-00-0000-0802,"TEKNIK SIPIL ITB, Bandung, 1986-1994",,
3210-00-0000-0802,"SMAN 3 JAKARTA, Jakarta. 1983-1986",,
3210-00-0000-0802,"SMPN 43 JAKARTA, Jakarta, 1980-1983",,
3210-00-0000-0802,"SDN TELADAN TANJUNG KARANG, Bandar Lampung, 1973-1980",,
3211-00-0000-0101,"1990-1993, TNI, DANYONIF 401/BR DAM IV/DIP, JATIM",,
3211-00-0000-0101,"1993-1995, TNI AD, DANDIM 0735/ SLEMAN, YOGYAKARTA",,
3211-00-0000-0101,"1997-1998, TNI AD, DOSEN SESKO, -",,
3211-00-0000-0101,"1998-2000, TNI AD, ASOPS KASDAM IV/DIP, MALANG",,
3211-00-0000-0101,"2002-2003, TNI AD DANREM071/WK DAM IV/DIP, MALANG",,
3211-00-0000-0101,"2002-2001, TNI AD, WAATER KASAS, JAKARTA",,
3211-00-0000-0101,"2003-2003, TNI AD, KASDAM VI/TPR, -",,
3211-00-0000-0101,"2003-2005, TNI AD, PANGDAM IX/UDY, DENPASAR",,
3211-00-0000-0101,"2005-2008, TNI AD, PANGDAM ISKANDAR MUDA, ACEH",,
3211-00-0000-0101,"2008-2010, TNI AD, ASOPS PANGLIMA TNI, JAKARTA",,
3211-00-0000-0501,"1999-2004, DPR-RI, ANGGOTA, JAKARTA",,
3211-00-0000-0501,"2004-2009 DPR-RI, ANGGOTA, JAKARTA",,
3211-00-0000-0501,"2009-2014, DPR-RI, ANGGOTA, JAKARTA",,
3211-00-0000-0502,"1999-2004, MPR, ANGGOTA, JAKARTA",,
3211-00-0000-0902,Diektu Utama PT. CAHAYA KAHURIPAN,,
3211-00-0000-0902,Diektu Utama PT. TIRTAYASA SATRIA MANDIRI,,
3211-00-0000-0202,Staf Pengajar SMA Islam Cipasung 1984-2005,,
3211-00-0000-0202,"Staf Pengajar,MAN Cipasung 1987-1992",,
3211-00-0000-0202,Dosen Pengajar Institut Agama Islam Cipasung 1987 2006,,
3211-00-0000-0202,PD II Fakultas Tarbiyah IAIC 1994-1997,,
3211-00-0000-0202,PD III Fakultas Tarbiyah IAIC 1997-2001,,
3211-00-0000-0202,Ketua Sekolah Tinggi Ilmu Ekonomi Cipasung 2000-2005,,
3211-00-0000-0202,Wakil Ketua Pengawas PEMILU Kabupaten Tasikmalaya 2004,,
3211-00-0000-0202,Pengurus KADIN Kabupaten Tasikmalaya 1994-1996,,
3211-00-0000-0202,Anggota DPRD Provinsi Jawa Barat 2009-2014,,
3211-00-0000-0610,DPRD Kab Tasikmalaya Jabatan Wakil Ketua Komisi B (Yh.2002-2004),,
3211-00-0000-0610,DPRD Kab. Tasikmalaya Jabatan Ketua Komisi II (Th.2004-2009),,
3211-00-0000-0610,DPRD Kab Tasikmalaya jabatan Ketua Fraksi PPP (Th.2009-2011),,
3211-00-0000-0610,Dewan Pengawas PDAM Tirta Sukapura kab Tasikmalaya (Th.2012-sekarang),,
3211-00-0000-0301,Anggotta DPRRI Periode 2009 - 2014,,
3211-00-0000-0301,Rektor Universitas Paramadina 2005-2007,,
3211-00-0000-0301,Peneliti BPPT 1998-2005,,
3211-00-0000-0301,Peneliti BAKOSURTANAL I994 - 1996,,
3211-00-0000-0301,Penyiar Radio NHK Jepang I992 - 1994,,
3211-00-0000-0703,"2009 s.d sekarang: Anggota DPR RI Fraksi Partai Demokrat (JI. Jend. Gatot Subroto, Senayan, Jakarta. 10270)",,
3211-00-0000-0703,"2001-2009: Staf Pengajar Universitas Gunadarma Depok (JI. Margonda Raya, Pondok Cina, Depok)",,
3211-00-0000-0703,"2007-2009: Associate di Konsultan HRD PT. Sintesa (Jakarta) (JI. Taruna Jaya No.103 RT 003/ Cibubur Jakarta Timur 13730, Jakarta)",,
3211-00-0000-0703,"2007-2009: Associate di Bagian Asasemen PPM (Jakarta) (JI. Menteng Raya 9-19, Jakarta)",,
3211-00-0000-0703,"2005-2009: Staf Ahli PT. Carrefour Indonesia (Jakarta) (JI. Raya Lebak Bulus 8. Lebak Bulus, Cilandak, Jak-Sel)",,
3211-00-0000-0703,2004-2009: Associate di Konsultan HRD PT. Psiko Utama (Jakarta) (JI.Terogong I No.26 Cilandak Jakarta),,
3211-00-0000-0401,META EPSI ENGENEERING (1995-2001),,
3211-00-0000-0401,MESITECHMITRA PURNABANGUN (2001-2005),,
3211-00-0000-0401,JABAR INFRASTRUKTUR (2005 s/d Sekarang),,
3211-00-0000-0801,,,
3301-00-0000-0102,"2007-2012, CV GUMELAR, DIREKTUR",,
3301-00-0000-0102,"2007-2012,BUDI DAYA IKAN AIR TAWAR",,
3301-00-0000-0102,"2008-2013, OWNER",,
3301-00-0000-0501,"2007-2009, DPR-RI, ANGGOTA DEWAN, JAKARTA",,
3301-00-0000-0501,"2010-2014, PERGURUN TINGGI ILUM AL QURAN PEMBANTU REKTOR IV, JAKARTA",,
3301-00-0000-0501,"20110-2014, KEMENTRAIAN KELAUATAN DAN PERIKANAN RI, STAF KHUSUS, JAKARTA",,
3301-00-0000-0201,Anggota DPR RI Period 2009-2014 dari FPKB,,
3301-00-0000-0601,,,
3301-00-0000-0701,"Teknisi Lapangan, PT. Hindya Taruna Jaya, tahun 1974-1976",,
3301-00-0000-0701,"Teknisi Lapangan, PT. Astra Graphia (Xerox), tahun 1976-1981",,
3301-00-0000-0701,"Assisten Technical Manager, PT. Asaba, tahun 1981-1982",,
3301-00-0000-0701,"Sales Supervisor, PT. Paramount (Heidelberg), tahun 1984-1986",,
3301-00-0000-0701,"Direktur Utama, CV. Moesgraph, tahun 1986-1989",,
3301-00-0000-0701,"Kasubid Prasarana Perlindungan Konsumen pada Puslitbang PDN-BPPIP. Depertemen Perindustrian dan Perdagangan, tahun 1989-2004",,
3301-00-0000-0701,"Ketua Bidang Hublu dan Antar Lembaga, DPP Partai Demokrat, tahun 2003 -201 0",,
3301-00-0000-0701,"Ketua Komisi Pemenangan Pemilu, DPP Partai Demokrat, tahun 2003 -2010",,
3301-00-0000-0701,"Wakil Ketua Komisi VI, Ketua Fraksi Partai Demokrat MPR, Anggota DPR/MPR-RI, Periode tahun 2004-2009",,
3301-00-0000-0701,"Ketua Komisi X, Anggota DPR/MPR-RI, Periode tahun 2009-2014",,
3301-00-0000-0401,,,
3301-00-0000-0404,ANGGOTA DPR RI 1987 - SEKARANG,,
3301-00-0000-0801,"Tennis, Profesional Coach, 2003-sekarang",,
3301-00-0000-0801,"International Tennis Federation (ITF). Coach Commision, 2011-2013",,
3301-00-0000-0801,"Kementrian Negara Pemuda dan Olahraga RI, Tim Monitoring, 2004-2008",,
3302-00-0000-0101,Jaksa Agung Muda Tindak Pidana Umum (Tahun 2005- 2006) di KEJAGUNG RI,,
3302-00-0000-0101,Direktur Upaya Hukum Eksekusi dan Eksaminasi (Tahun 2005 - 2006) di KEJAGUNG RI,,
3302-00-0000-0101,Kepala Kejaksaan Tinggi Sulawesi Selatan Tahun 2003 - 2005 di Sulawesi Selatan,,
3302-00-0000-0101,Inspektur Kepegawaian dan Tugas Umum Pengawasan (Tahun 2000 - 2003) di KEJAGUNG RI,,
3302-00-0000-0101,Kepala Kejaksaan inggi NTT (Tahm 1999 - 2000) di NTT,,
3302-00-0000-0101,Direktur Politik pada JAM Inteljen (Tahun 1998 - 1999) di KEJAGUNG RI,,
3302-00-0000-0101,Wakil Kepata Kejaksaan Tinggi Kalimantan Selatan (Tahun 1998 - 1998) di Kalimantan Selatan,,
3302-00-0000-0101,Asisten Intelijen (Tahun 1998 - 1998) di Sumatera Selatan,,
3302-00-0000-0101,KASUB Direktorat Pengamanan Sumber Daya Mamrsia (Tahun 1995 - 198) di KEJAGUNG RI,,
3302-00-0000-0101,Kepala Kejaksaan Negeri Kediri (Tahun 1994 - I 995) di Kediri,,
3302-00-0000-0101,Asisten Intelijen (Tahun 1990 - 1994) di Sumatera Barat,,
3302-00-0000-0101,Kepala Kejaksaan Negeri Kota Bumi (Tahm 1990 - 1992) di Kota Bumi,,
3302-00-0000-0101,Kepala Seksi Tindak Pidana Umum (Tahun 1988-1990)di Jakarta Timur 1990) di Jakarra Timur,,
3302-00-0000-0101,Kepala Seksi Inlelijen (Tahun 1987 - 1988) di Jakarta Timur,,
3302-00-0000-0101,Kepala Seksi Tindak Pidana Umum (Tahun 1984 - l987 di Jember,,
3302-00-0000-0101,KASUBBAG Pembinaan (Tahun 1981-1984) di Bekasi,,
3302-00-0000-0101,Kepala Seksi Operasi (Tahun 1980) di Jayapura,,
3302-00-0000-0101,Pjs.I(AJARI Wamena (Tahun 1979 - 1980) di Wamena,,
3302-00-0000-0101,Kepala Seksi Penuntutan (Tahun 1978 - 1979) di Irian Jaya,,
3302-00-0000-0101,Pjs. KASUBBAG Pembinaan (Tahun 1978-1978) di Jayapura,,
3302-00-0000-0101,Bendaharawan Khusus / Penerimaan Oahun 1976 - 1978) di Jayapura,,
3302-00-0000-0101,KASI Bmang Bukti dan Hasil Pendapatan Dinas Kejaksaan (Tahun 1975 - 1976) di Jayapura,,
3302-00-0000-0101,KABAG Keuangan dan Materil (Tahun 1973 - 1973) di Bengkulu,,
3302-00-0000-0101,Kepala Bagian Personalia (Tahun 1973 - 1973) di Bengkulu,,
3302-00-0000-0502,"2002-2003, PT. RAHMA TIMADAR, KOMISARIS, INDONESIA",,
3302-00-0000-0502,"2003-2004, PT. CIPAYUNG BHAKTI, DIREKTUR UTAMA, INDONESIA",,
3302-00-0000-0505,"1996-1998, PT.BDNI INDONESIA CAB.PLUIT, KEPALA BAGIAN AUDIT, PLUIT JAKARTA UTARA",,
3302-00-0000-0505,"1999-2013, PT.INACON LUHUR PERTIWI, DIREKTUR, JAKARTA",,
3302-00-0000-0904,KomisarisPT. Citra Ceria Usaha Khalifah Bandung,,
3302-00-0000-0904,Komisaris PT. Perjalanan Para Khalifah,,
3302-00-0000-0904,Komisaris PT. Idoa Bin Ma'roef Jakarta,,
3302-00-0000-0201,Komisaris PT Aman Sinar Lestari,,
3302-00-0000-0201,Direktur Induk Koperasi Syirkah Mu'awanah,,
3302-00-0000-0601,Tahun 2009 s.d 2014 Anggota MPR/DPR RI Frakst Partat Gerakan Indonesia Raya (GERINDRA),,
3302-00-0000-0601,Director PT. Sarana Makmur Sejahtera,,
3302-00-0000-0601,Director PT. Tiara Mas Abadi,,
3302-00-0000-0401,1993-1997: Wakil Pemimpin Umum Surat Kabar Harian BERITA YUDHA,,
3302-00-0000-0401,1990-1995: Pemimpin Redaksi Majalah Kadin WARAT RIMBA KENCANA,,
3302-00-0000-0401,1980-1981: Staf Pengajar/Dosen Institut Teknologi Bandung (ITB),,
3302-00-0000-0401,1982-1990: Staf Pengajar/Dosen Fakultas Teknik Universitas Indonesia,,
3302-00-0000-0401,"1983-1992: Staf Pengajar/Dosen Sekolah Tinggi Administrasi Negara (STAN), Depkeu, Jakarta",,
3302-00-0000-0401,"1983-1992: Staf Pengajar/Dosen Fakultas Teknik Universitas 17 Agustus (Untag), Jakarta",,
3302-00-0000-0401,"1985-1992: Pembantu Dekan (Pedek) Fakultas Taknik Universitas 17 Agustus (Untag), Jakarta",,
3303-00-0000-0101,"PRESIDEN DIREKTUR PT. ARDA INDONESIA, JAKARTA,2007- SKG",,
3303-00-0000-0101,"WAKIL PRESIDEN DIREKTURPT. CMI TEKNOLOGI, BANDUNG 2OIO - SKG",,
3303-00-0000-0101,"PRESIDEN DIREKTUR PT. PROTELINDO, BANDUNG, 2002 - 2007",,
3303-00-0000-0101,"DIREKTUR KEUANGAN PT. SURYA DUTA POSTELINDO, BANDUNG 200I - 2002",,
3303-00-0000-0101,"DIREKTUR TEKNIK. PT. APRILLIA PROFESSIONAL TECHNOLOGY. BANDUNG, 1999 - 2001",,
3303-00-0000-0101,"DOSEN TEKNIK ELEKTRO, SEKOLAH TINGGI TEKNIK SURABAYA, 1997 -1999",,
3303-00-0000-0101,"KEPALA LABORATORIUM ELEKTRONIKA, 1 998 -1999",,
3303-00-0000-0101,ASISTEN DOSEN ELEKTRONIKA 1993 - I997,,
3303-00-0000-0101,"MANAJER TEKNIK - MICROCHIP COMPUTER SURABAYA, 1993 - 1994",,
3303-00-0000-0501,"2009-2014, DPR / MPR-RI, ANGGOTA, JAKARTA",,
3303-00-0000-0501,"2004-2013, PT. MARLINA PALUANSA LINE, KOMISARIS UTAMA, JAKARTA",,
3303-00-0000-0501,"1997-1999, MPR-RI, ANGGOTA, JAKARTA",,
3303-00-0000-0901,,,
3303-00-0000-0201,Anggota Komisi V Bidang Infrastruktur (2004-2007),,
3303-00-0000-0201,Anggota Badan Legislasi (2004-2006),,
3303-00-0000-0201,Wakil Ketua Komisi V Bidang Infrastruktur (2006-2007),,
3303-00-0000-0201,Anggota Komisi 1 Bidang Pertahanan (2007-2008),,
3303-00-0000-0201,Anggota Komisi III Bidang Hukum (2008-2009),,
3303-00-0000-0201,Anggota Panitia Anggaran (2008-2009),,
3303-00-0000-0201,Anggota Badan Musyawarah (2008-2011),,
3303-00-0000-0201,Wakil Ketua Pansus RUU Pembangunan Perdesaan (2009),,
3303-00-0000-0201,Wakil Sekretaris Ketua Fraksi Partai Kebangkitan Bangsa (2006-2007),,
3303-00-0000-0201,Sekrctaris Fraksi Partai Kebangkitan Bangsa (2008-2009),,
3303-00-0000-0201,Ketua Fraksi Partai Kebangkitan Bangsa (2009-20014),,
3303-00-0000-0606,Swasta,,
3303-00-0000-0606,Anggota Dewan Perwakilan Rakyat Daerah.,,
3303-00-0000-0305,Sek retaris Ditjen RTF Departemen Penerangan RI (1995-1998),,
3303-00-0000-0305,Kepala Kanwil Deppen Propinsi Sumsel (1998-2000),,
3303-00-0000-0305,Deputi Wilayah Nasional Menkopolsoskam RI (2000-2001),,
3303-00-0000-0701,1981 - 1983: PT. Huma Indah Mekar,,
3303-00-0000-0701,1983 - 1988: Afiliasi dari Perusahaan - Perusahaan PT. Astra Agro Lestari,,
3303-00-0000-0701,"1988 - 1993: PT. Astra Agro Lestari sebagai: Deputi Ditektur, Presiden Direktur Divisi III (Kalimantan Area)",,
3303-00-0000-0701,1993 - 1995: Komisaris PT. Astra Agro Lestari,,
3303-00-0000-0701,1995 - 2000: Direktur PT. Astra Agro Lestar,,
3303-00-0000-0701,PT. Karya Tanah Subur Presiden Direktur,,
3303-00-0000-0701,PT. Perkebunan Lembah Bhakti Presiden Direktur,,
3303-00-0000-0701,PT. Sari Aditya Loka Presiden Direktur,,
3303-00-0000-0701,PT. Laras Astra Kartika Presiden Direktur,,
3303-00-0000-0701,PT. Tunggal Perkasa Plantation Presiden Direktur,,
3303-00-0000-0701,PT. Sari Lembah Subur Presiden Direktur,,
3303-00-0000-0701,PT. Eka Dura Indonesia Presiden Direktur,,
3303-00-0000-0701,PT. Sawit Asahan Indah Presiden Direktur,,
3303-00-0000-0701,PT. Kimia Tirta Utama Presiden Direktur,,
3303-00-0000-0701,PT. Gunung Sejahtera Ibu Pertiwi Presiden Direktur,,
3303-00-0000-0701,PT. Gunung Sejahtera Dua Indah Presiden Direktur,,
3303-00-0000-0701,PT. Agro Menara Rachmat Presiden Direktur,,
3303-00-0000-0701,PT. Gunung Sejahtera Raya Yoli Makmur Presiden Direktur,,
3303-00-0000-0701,PT. Gunung Sejahtera Puti Pesona Presiden Direktur,,
3303-00-0000-0701,PT. Gunung Sejahtera Raman Permai Presiden Direktur,,
3303-00-0000-0701,PT. Surya Raya Nusantara Pagi Presiden Direktur,,
3303-00-0000-0701,PT. Persada Bina Nusantara Abadi Presiden Direktur,,
3303-00-0000-0701,PT. Waru Kaltim Plantation Presiden Direktur,,
3303-00-0000-0701,PT. Sukses Tani Nusa Subur Presiden Direktur,,
3303-00-0000-0701,PT. Cakra Denta Agung Pertiwi Presiden Direktur,,
3303-00-0000-0701,PT. Cakung Permata Nusa Presiden Direktur,,
3303-00-0000-0701,PT. Pasang Kayu Presiden Direktur,,
3303-00-0000-0701,PT. Mamuang Presiden Direktur,,
3303-00-0000-0701,PT. Letawa Presiden Direktur,,
3303-00-0000-0701,PT. Lestari Teladan Presiden Direktur,,
3303-00-0000-0701,PT. Surya Raya Lestari Presiden Direktur,,
3303-00-0000-0701,PT. Bantar Citalahap Presiden Direktur,,
3303-00-0000-0701,PT. Bukit Sari Presiden Direktur,,
3303-00-0000-0701,PT. Sankawangi Presiden Direktur,,
3303-00-0000-0701,PT. Rumpun Sari Kemuning Presiden Direktur,,
3303-00-0000-0701,PT. Rumpun Sari Medini Presiden Direktur,,
3303-00-0000-0701,PT. Topasari Presiden Direktur,,
3303-00-0000-0701,PT. Panjiwaringin Presiden Direktur,,
3303-00-0000-0701,PT. Astra Agro Lestari I Presiden Direktur,,
3303-00-0000-0701,PT. Huma Indah Mekar Presiden Direktur,,
3303-00-0000-0701,PT. Transpacific Agro Industry Presiden Direktru,,
3303-00-0000-0701,PT. Citra Indo Niaga Presiden Direktru,,
3303-00-0000-0701,PT. Gemareksa Mekarsari Komisaris,,
3303-00-0000-0701,PT. Satria Hupasarana Komisaris,,
3303-00-0000-0701,"PT. Perkebunan Nusantara V Komisaris (SK. Menteri Negara BUMN No. 215/IvI-MBU/2003, tertanggal 5 Juni 2003)",,
3303-00-0000-0701,Anggota Partai Demokrat (ID No. 0133157),,
3303-00-0000-0701,Keiua Departemen Penanaman Modal dan Investasi (dari tahun 2009),,
3303-00-0000-0701,Anggota DPR RI dari Fraksi Partai Demokrat,,
3303-00-0000-0701,Anggota Komisi IV,,
3303-00-0000-0701,Wakil Ketua Badan Anggaran DPR RI sejak Bulan Januari tahun 2012,,
3303-00-0000-0401,Anggota DPR / MPR RI 2009 - 2014,,
3303-00-0000-0401,Managing Director PT. Royalindo Expodutr '91/6,,
3303-00-0000-0401,"Director, Event pro 2002- 2009",,
3303-00-0000-0401,"Director, Rose Bank Asfut (Australia) 2002-20",,
3303-00-0000-0401,Director PT. Infrasiudo International 2005 - 200,,
3303-00-0000-0401,"Bussiness center manager, mandorin orieutals Hot",,
3303-00-0000-0402,Sabhara Polda Jateng,,
3303-00-0000-0402,Bag. Ops Polwil Pati,,
3303-00-0000-0402,Personali Polwil Pati,,
3303-00-0000-0402,Sat. Denma Polda Jateng,,
3303-00-0000-0402,Kanit Intel Polres Pati,,
3303-00-0000-0402,Presiden Direktur Rumah Sakit Mitra Bangsa Pati Penghargaan dari LVRI (Legiun Veteran Republik Indonesia),,
3304-00-0000-0503,"1991-2011, SMK SUDIRMAN WONOGIRI",,
3304-00-0000-0503,"2009-2014, DPRD JAWA TENGAH, ANGGOTA, JAWA TENGAH",,
3304-00-0000-0602,"THE LEGACY PICTURES PTE. LTD. - Singapura Founder/Shareholder/CEO, Januaey 2013-sekarang",,
3304-00-0000-0602,"METRO TV - Kakarta, Indonesia Co-host dari TalkIndonesia dengan mantan anchor CNN Dalton Tanonaka, November 2010-sekarang",,
3304-00-0000-0602,"PT. ARSARI MEDIA INTERNATIONAL-Jakarta, Indonesia Shareholder/Direktur, 2009-sekarang",,
3304-00-0000-0602,"PT. ARSARI DUTA SEMESTA - Jakarta, Indonesia Founder/Shareholder/Direktur, 2008-sekarang",,
3304-00-0000-0602,"PT. ARSARI PUTRA INDONESIA - Jakarta, Indonesia Sharcholder/Komisioner, 2008-sekarang",,
3304-00-0000-0602,"PT. MEDIA DESA INDONESIA (Production House/Distribution Company) - Jakarta, Indonesia Sharecholder/Direktur, 2008-sekarang",,
3304-00-0000-0602,"GERINDRA AND PDI-PERJUANGAN - Jakarta, Indonesia Wakil Ketua Panitia Kampanye Presiden, Jakarta, Juni 2009",,
3304-00-0000-0304,Dosen,,
3304-00-0000-0304,Anggota DPRD Kab. Wonogiri 2009 - 2014,,
3304-00-0000-0701,,,
3304-00-0000-0401,,,
3304-00-0000-0403,"Sekretaris Perusahaan Persero PT. Indra Karya Cabang II Semarang, Th. 1994 - 1996",,
3304-00-0000-0403,"Pengajar LPK IMKA Semarang, Th. 1996 - 1997",,
3304-00-0000-0403,"Anggota DPRD Kota Semarang, Th. 1999 - 2004",,
3304-00-0000-0403,"Anggota DPRD Provinsi Jawa Tengah, Th. 2004 - 2009",,
3304-00-0000-0801,"TK Aisyiyah BUDI MULIA DUA Surakarta., Kepala, 2001-2011",,
3304-00-0000-0801,"BUDI MULIA DUA Internasional High School, Yogyakarta., Chinese Teacher, 2010-",,
3306-00-0000-0101,Pengasuh Pondok Pesantren Mamba'ul Hisan Alamat Jl. KH.Maksum 18 Meteseh Tempuran Magelang tahun 1991-sekarang,,
3306-00-0000-0101,Wakil Ketua PDK I KOSGORO korwil KEDU Alamat Jl. K. Saleh 1 Semarang tahun 2009-sekarang,,
3306-00-0000-0101,Wakil Ketua Bidang Pemenangan PEMILU Partai Golkar Kab. Magelang tahun 2014,,
3306-00-0000-0501,"2001-2013, UNIVERSITAS WAHID HASIM, DOSEN, SEMARANG",,
3306-00-0000-0901,Wakil Ketua MPR RI (2009-sekrang),,
3306-00-0000-0901,Anggota DPR RI ( 1997-Sekarang),,
3306-00-0000-0901,Ketua Fraksi PPP DPR RI (2007-2009),,
3306-00-0000-0901,Anggota Tim Kuasa Hukum DPR (2004 -2009),,
3306-00-0000-0901,Wakil Ketua Sosialisasi UUD MPR (2004-2009),,
3306-00-0000-0901,"Project Mnange Helen Keller Internasional, Jakarta (1995-1997)",,
3306-00-0000-0901,"Kepala Program dan Diklat pada Lakpesdam NU, Jakarta (1989-1995",,
3306-00-0000-0201,Pimpinan Sementara DPRD Provinsi Jawa Tengah Tahun 1999,,
3306-00-0000-0201,Ketua Komisi E DPRD Provisi Jawa Tengah Tahun 1999-2001,,
3306-00-0000-0201,Ketua FKB DPRD Provinsi Jawa Tengah Tahun 2003-2004,,
3306-00-0000-0201,Wakil Ketua DPRD Provinsi Jawa Tengah Tahun 2003-2004,,
3306-00-0000-0201,Wakil Ketua DPRD Provinsi Jawa Tengah Tahun 2004-2009,,
3306-00-0000-0201,Anggota DPR RI (2009-2014),,
3306-00-0000-0201,Sekretaris FPKB MPR RI (2009-2014),,
3306-00-0000-0201,Wakil Ketua FKB DPR RI (2009-2014),,
3306-00-0000-0201,Ketua Komisi VIII DPR RI (2009-2012),,
3306-00-0000-0201,Kapoksi FPKB Komisi VI DPR RI (2012),,
3306-00-0000-0601,terlampir,,
3306-00-0000-0401,Ciria Jasa (Consultan Engineering) 1996 - 2003,,
3306-00-0000-0401,Anggota DPR - RI (2004 - 2009),,
3306-00-0000-0401,Anggota DPR - RI (2009 - Sekarang),,
3306-00-0000-0402,KABID CIPTA KARYA SURAKARTA YOGYAKARTA KEMENTRIAN PU,,
3306-00-0000-0402,KADIN PU BID-CIPATAKARYA JAWA TENGAH KEMENTRIAN PU,,
3306-00-0000-0402,"ASISTEN I BID.POLITIK DAN PEMERINTAHAN JATENG, PEMPROV JATENG",,
3306-00-0000-0402,"RESIDEN SURAKARTA, KENENTRIAN DALAM NEGERI",,
3306-00-0000-0402,"PIT. BUPATI SUKOHARJO, PEMKAB SUKOHARJO",,
3306-00-0000-0402,"PIT. BUPATI SRAGEN, PEMKAB SRAGEN",,
3306-00-0000-0402,"KEPALA BADAN PENANAMAN MODAL PROV. JATENG, PEMPROV JATENG",,
3306-00-0000-0402,"DEPUTI BID. PERIZINAN BKMP, BKMP",,
3306-00-0000-0402,"KOMISARIS PTPN XII, PTPN XII",,
3306-00-0000-0801,"Universitas Sahid, Staf Pengajar Jurusan Lingkungun, 1994-",,
3306-00-0000-0801,"Universitas Bhayankara, Jakarta Raya, Sekretaris Jurusan Teknik Lingkungan, 1995-1998",,
3306-00-0000-0801,"Kantor Menteri Negara Lingkungan Hidup, Anggota Tim Pemantau Kebakaran Hutan dan",,
3306-00-0000-0801,"Penyusun Kebijaksanaan dan Strategi Penyediaan Air Bersih Repelita VII, Team Leader,",,
3306-00-0000-0801,"Menteri Negara Urusan HAM, Anggota TIM, 1999-2000",,
3306-00-0000-0801,"Panitia Ad Hoc II Badan Pekerja MPR RI, Tim Ahli, 2001-",,
3306-00-0000-0801,"Menteri Negara Riset dan Teknologi, Asisten Ahli, 2001-2004",,
