id_calon,riwayat_pendidikan
7201-00-0000-0501,"1964-1967, SLTP, SMP NEGERI 2, PALU"
7201-00-0000-0501,"1967-1970, SLTA, SMA NEGERI I, PALU"
7201-00-0000-0501,"1971-1975, SI, UNIV. TADUKALO, PALU"
7201-00-0000-0501,"1997-1998, S2, INSTITUTE OF MANAGEMENT, JAKARTA"
7201-00-0000-0601,"S2 (Pasca Sarjana Universitas Hasanuddin -Makasar, Tahun 1995"
7201-00-0000-0601,"S1 (Fakultas Hukum - Universitas Muslim Indonesia Makassar, Tahun 92"
7201-00-0000-0601,SMA Negeri 1 Kab. Tolitoli - tahun 1988
7201-00-0000-0601,SMP Katolik Don Bosco - Kab. Tolotoli 1985
7201-00-0000-0601,SDN 1 Lamappoloware - Kab. Soppeng 1982
7201-00-0000-1001,"Tabun 1979; SD Neg. Salutubu, Kec. Walenrang, Kab. Luwu, Sulsel"
7201-00-0000-1001,"Tahun 1982; SMP Neg, Walenrang, Kec. Walenrang, Kab. Luwu, Sulsel"
7201-00-0000-1001,"Tahunl985; SMA Neg. 4 Ujung Pandang, Sulsel"
7201-00-0000-1001,"Tabun 1990; S-I Fak. Hukum Unrversitas Muslim Indonesia, Makassar, Sulsel"
7201-00-0000-1001,"Tahun 2005; S-2 Magistcr Hukum Tata Negara Untversitas Muslim Indonesia, Makassar, Sulsel"
7201-00-0000-0702,SEDANG MENJALANI S2 MMR UGM
7201-00-0000-0702,S1 DOKTER UNIVERSITAS SAM RATULANGI
7201-00-0000-0702,SMU NEGER 1 (SATU) MANADO
7201-00-0000-0702,SMP KATOLIK St AGUSTINUS TAHUNA
7201-00-0000-0702,SD KATOLIK 17 St. TARISIUS MANADO
7201-00-0000-0702,TK BHAYANGKARA PALU
7201-00-0000-0402,Sekolah Dasar (SD) Negeri 2 Palu
7201-00-0000-0402,Sekolah Lanjutan Tingkat Pertama SMP Negeri 2 Palu
7201-00-0000-0402,Sekolah Lanjutan Tingkat Atas SMA Negeri 1 Makassar lulus tahun 1977
7201-00-0000-0402,Sarjana (S1) Teknik Sipil Universitas Hasanuddin Ujung Pandang lulus tahun 1986
7301-00-0000-0502,"1961-1967, SD AISYAH MUHAMMDIYAH, PARE-PARE"
7301-00-0000-0502,"1967-1970, SLTP, MUHAMMADIYAH, PARE-PARE"
7301-00-0000-0502,"1970-1973, SLTA, SMEA NEGERI 3, PARE-PARE"
7301-00-0000-0502,"1976-1979, SI, UNIVERSITAS HASANUDDIN, MAKASSAR"
7301-00-0000-0502,"1988-1991, S2 UNIVERSITAS HASNUDDIN, MAKASSAR"
7301-00-0000-0901,SDN 2 Sungguminasa Tamat Tahun 1979
7301-00-0000-0901,SMPN I Sungguminasa TamatTahun 1982
7301-00-0000-0901,SMAN 159 Sungguminasa Tamat Tahun 1985
7301-00-0000-0901,S.1.ST1EYPUP Tamat tahun 2006
7301-00-0000-0901,S.2. Pasca Saijana UNHAS Tahun 2010
7301-00-0000-0601,Tamat SR di Bantaeng Tahun 1967
7301-00-0000-0601,Tamat SMP di Bnataeng Tahun 1970
7301-00-0000-0601,Tamat SMA (IPS) di Makassar Tahun 1973
7301-00-0000-0601,Tamat APDN Makassar Tahun 1977
7301-00-0000-0601,Sarjan (S1)STIA LAN Mksr Tahun 1983
7301-00-0000-0601,Pasca Sarjana (S2) UNHAS Mksr Tahun 2000
7301-00-0000-0601,Pasca Sarjana (S3) UNM Makassar Tahun 2009
7301-00-0000-1001,SDN (Sekotah Dasar Negcri) Alamal: DEsa Manongkoki Kubupalen Takalar Provinsi Sulawcsi Selatan Lulusan Tahun 1971
7301-00-0000-1001,SMP (Sekolah Menenyah Pertama) Kartika Candra Kirana Abmai: Jl. Sungai Tangka No Kota Makassar Provinsi Sulawesi Sdatan Lulusan Tahun 1974
7301-00-0000-1001,SMA (Sekolah Menenyah Atas) Katholik AJamal; Jl. Cendjawasih No. 61 Kota Makassar Provinst Sulawesi Selatan Lulusan Talum 1977
7301-00-0000-1001,STIE KALPATARU Alamat: Jl. Raya Cibinong Km. 42 No. 8 Kabiipaten Bogor Provinsi Jawa Barat Kelulusan Tahun 2008
7301-00-0000-0301,"SMAN I Pare-Pare, 1979"
7301-00-0000-0301,Ikip Ujung Pandang 1984
7301-00-0000-0703,TK Aisyiyah Tahun 1974
7301-00-0000-0703,SD Hati Kudus Rajawali Tahun 1981
7301-00-0000-0703,SMP Katolik Rajawali Tahun 1984
7301-00-0000-0703,SMA Katolik Rajawali Tahun 1987
7301-00-0000-0703,Diploma III Adm. Pemasaran UNHAS Tahun 1990
7301-00-0000-0703,Sarjana Ekonomi UNHAS Tahun 1997
7301-00-0000-0401,SD di SOPPENG LULUS 1974
7301-00-0000-0401,SMP di KENDARI LULUS 1978
7301-00-0000-0401,SMA di MAKASSAR LULUS 1983
7301-00-0000-0401,FAK. EKONOMI UNIV 45 MAKASSAR 1986
7301-00-0000-0401,FAK. HUKUM STIH IBLAM JAKARTA LULUS 2007
7301-00-0000-0801,"Magister Management Universitas Hasanudin Makassar, Makassar, -2007"
7301-00-0000-0801,"Fak Ekonomi Universitas Hasanudin Makassar, Makassar, -2004"
7301-00-0000-0801,"Tamat SMA Negeri 1, Makassar, -1997"
7301-00-0000-0801,"Tamat SMP Islam AT Hiras, Makassar, -1994"
7301-00-0000-0801,"Tamat SD Negeri II Mangkura, Makassar, -1991"
7302-00-0000-0101,"1981-1987, SLTA, NEGERI 1, SENGKANG"
7302-00-0000-0101,"1987 -1992, S 1, IKIP, UJUNG PADANG"
7302-00-0000-0101,"2005-2007, S2, UI, DEPOK"
7302-00-0000-0501,"1971-1974, S1, SMEAN RAPPANG, SIDRAP"
7302-00-0000-0501,"1984-1985, S2, STMI DEP. INDUSTRI, JAKARTA"
7302-00-0000-0502,"1981-1987, SD, SD 2, BONE"
7302-00-0000-0502,"1987-1990, SLTP, SMP N 4, SALATIGA"
7302-00-0000-0502,"1990-1993, SLTA, SMA N 2, SALATIGA"
7302-00-0000-0502,"1993-1999, S1, UNIV. ISLAM INDONESIA, YOGYAKARTA"
7302-00-0000-0502,"2000-2001, S2, UNIV. DIPONOGORO, SEMARANG"
7302-00-0000-0901,Umum Sekolah Rakyat / Dasar
7302-00-0000-0901,Umumn Sekolah Menengah Pertama
7302-00-0000-0901,Umum Sekolah Menengah Atas
7302-00-0000-0901,Umum Strata 1 Hukum (SH)
7302-00-0000-0901,Umum Strata 2 Hukum (MH)
7302-00-0000-0901,Milter Akademi Hukum Militer/PerguruanTinggi Hukum Militer/STHM
7302-00-0000-0901,Milter International Course The Law Of Armed forces Conflicts (hukum perang) Di Sanremo (Italia)
7302-00-0000-0901,Milter International Course The Humanitarian Law (Hukum Humaniter) di Sanremo (Italia)
7302-00-0000-0901,Milter Seskoad
7302-00-0000-0901,Milter Lemhannas
7302-00-0000-0604,"Taman Kanak Kanak Dharma Wanita Universitas Hasanuddin Ujung Pandang, di Kota Makassar dan Lulus Tahun 1982"
7302-00-0000-0604,"SD Negeri Kompleks I.K.I.P Ujung Pandang, di Kota Makassar dan Lulus Tahun 1987"
7302-00-0000-0604,"SMP Swasta Islam Athirah Ujung pandang, di Kota Makassar dan Lulus Tahun 1990"
7302-00-0000-0604,"SMA Negeri 2 Ujung pandang, di Kota Makassar dan Lulus Tahun 1993"
7302-00-0000-0604,"Universitas Hasanuddin, di Kota Makassar dan Lulus Tahun 1998"
7302-00-0000-0301,SD 254 Ulubalang 1989
7302-00-0000-0301,SMPN SMPN Salomekko 1991
7302-00-0000-0301,SMAN Kajuara 1993
7302-00-0000-0301,Institut Pertanian Bogor 1998
7302-00-0000-0301,Universitas Hasanuddin 2008
7302-00-0000-0707,"S.2 (Teknik Sipil) Institut Teknologi Bandung (ITB), Lulus Tahun 1997"
7302-00-0000-0707,"S.1. (Teknik Sipil) Universitas Muhammadiyah Palu, Lulus Tahun 1993"
7302-00-0000-0707,"D.III Akademi Teknik Pekerjaan Umum Bandung, Lulus Tahun 1981"
7302-00-0000-0707,"SLTA (Pas-Pal) SM Pembangunan Makassar, Lulus Tahun 1975"
7302-00-0000-0707,"SLTP Negeri 1 Sinjai, Lulus Tahun 1972"
7302-00-0000-0707,"SD Mangkura Makassar, Lulus Tahun 1969"
7302-00-0000-0402,Tamat SDN 34 Pising Tahun 1977
7302-00-0000-0402,Tamat SMPN Tajuncu Tahun 1981
7302-00-0000-0402,Tamat SMA Nasional Makassar Tahun 1984
7302-00-0000-0402,Strata Saeu (S1) Tahun 1988
7302-00-0000-0402,Strata Dua (S2) Tahun 2002
7302-00-0000-0802,"Fakultas Teknik, Universitas Hasanuddin, Makassar, Makassar, 199-1996"
7302-00-0000-0802,"SMAN 4 Makassar, Makassar, 1987-1990"
7302-00-0000-0802,"SMPN 2, Bone, 1984- 1987"
7302-00-0000-0802,"SDN 10, Bone, 1978- 1984"
7303-00-0000-0101,"1962-1968, SD, NEGERI MASAMBA, SULAWESI SELATAN"
7303-00-0000-0101,"1968-1971, SLTP, NEGERI, PALOPO"
7303-00-0000-0101,"1971-1974, SLTA, NEGERI, PALOPO"
7303-00-0000-0101,"1974-1978, S1, SARJANA MUDA PEMERINTAH, MAKSSAR"
7303-00-0000-0101,"1980-1985, S1, SARJANA ILMU PEMERINTAH, JAKARTA"
7303-00-0000-0101,"2010-2012, S2, ILMU ADMINISTRASI, JAKARTA"
7303-00-0000-0501,"1969-1975, SD, SD BHAYANGKARI, NASIONAL"
7303-00-0000-0501,"1975-1979, SLTP, SMP NEGERI V, UJUNG PANDANG"
7303-00-0000-0501,"1979-1982, SLTP, SMP NEGERI V, UJUNG PANDANG"
7303-00-0000-0501,"1982-1993, S1, UKIP, NASIONAL"
7303-00-0000-0501,"1998-2000, S2, UNHAS, NASIONAL"
7303-00-0000-0501,"2005-2008, S3, SOSIOLGIUNM, NASIONAL"
7303-00-0000-0503,"1996-1999, SLTA, SMA NEGERI 3, MALANG"
7303-00-0000-0503,"2000-2004, SI, UNIV, HASANUDDIN, MAKASSAR"
7303-00-0000-0503,"2004-2007, S2, UNIV. HASANUDDIN, MAKASSAR"
7303-00-0000-0901,SD Negeri 4 Benteng 1992
7303-00-0000-0901,SMP Negeri I Rappang 1995
7303-00-0000-0901,SMA Negeri 1 Rappang 1998
7303-00-0000-0901,SI Universitas Jaya Baya 2012
7303-00-0000-0602,SR MAKASSAR TAHUN 1969
7303-00-0000-0602,SMP PINRANG TAHUN 1965
7303-00-0000-0602,SMA PINRANG TAHUN 1968
7303-00-0000-0602,APDN MAKASSAR TAHUN 1975
7303-00-0000-0602,IIP JAKARTA TAHUN I982
7303-00-0000-0602,S2 UNHAS MAKASSAR TAHUN 2001
7303-00-0000-0702,PROGRAM DOKTOR STRATA TIGA (S3) UNIVERSITAS AIRLANGGA SURABAYA (UNAIR) EKONOMI 1369/0113/09.6/S3/2013 2013 SURABAYA
7303-00-0000-0702,PROGRAM MAGISTER STRATA DUA (S2) UNIVERSITAS HASANUDDIN MAKASSAR (UNHAS) PERENCANAAN PENGEMBANGAN WILAYAH (PPW) 102914-J04-P/6651-02-2-2006 2006 MAKASSAR
7303-00-0000-0702,PROGRAM STRATA SATU ( S1 ) UNIVERSITAS HASANUDDIN MAKASSAR ( UNHAS ) TEKNIK SIPIL 18135-039-09/048-461-90 1990 MAKASSAR
7303-00-0000-0702,SMA NEGERI No. 158 PALOPO IPA 06 OC oh 0038528 1983 PALOPO SUL-SEL
7303-00-0000-0702,SMP NEGERI No. 3 PALOPO XXIII Bb 177354 1980 PALOPO SUL-SEL
7303-00-0000-0702,SD NEGERI No. 12 PALOPO XXIII Aa 50717 1976 PALOPO SUL-SEL
7303-00-0000-0801,"Tamat S1 Fak Ekonomi Universitas Sam Ratulangi, Manado, -1992"
7303-00-0000-0801,"Tamat SMA Negri 05, Makasar, Sul-Sel, -1986"
7303-00-0000-0801,"Tamat SMP Negeri Belopa, Kab Luwu Sul-Sel, -1983"
7303-00-0000-0801,"Tamat SD Negeri Belopa, Kab Luwu Sul-Sel, -1980"
7401-00-0000-0501,"1965-1970. SD, SDN MAMAJANG, UJUNG PANDANG"
7401-00-0000-0501,1971-1974. SLTP. STN. BAU-BAU SULTRA
7401-00-0000-0501,"1977-1981. DIPLOMA, UNHAS, UJUNG PANDANG"
7401-00-0000-0501,"1974-1976. SLTA. SLTA UMI, UJUNG PANDANG"
7401-00-0000-0501,"2007-2010. S1, UNSULTRA, KENDARI"
7401-00-0000-0902,SD No. 5 Kendari tamat 1976
7401-00-0000-0902,"SMP Negeri 2 kendari, tamat 1970"
7401-00-0000-0902,"SMA Negeri 1 Kendari, tamat 1973"
7401-00-0000-0902,"APDN Makassar, tamat 1980"
7401-00-0000-0902,"IIP Jakarta, tamat 1986"
7401-00-0000-0902,"Magister (S2) UNHAS, tamat 2001"
7401-00-0000-0902,"Doktoral (S3) Teknik Sipil UNHAS, tamat 2013"
7401-00-0000-0603,"1987-1993, SD Negeri 09 Kolaka, Kolaka"
7401-00-0000-0702,"SD ( SDN 71 Ujung Pandang, Th 1975 )"
7401-00-0000-0702,"SLTP ( SMPN 1 Ujung Pandang, Th 1979 )"
7401-00-0000-0702,"SLTA ( SMAN 1 Ujung Pandang, Th 1982 )"
7401-00-0000-0702,"S1 ( Universitas Hasanudin, Th 1998 )"
7401-00-0000-0802,"S-2; Magister Manajemen Univ. Haluoleo Kendari, Kendari, -2011"
7401-00-0000-0802,"S-l; Ilmu Administrasi Univ. Haluoleo Kendari, Kendari. -1990"
7401-00-0000-0802,"SMA Negeri Kendari, Kendari, -1983"
7401-00-0000-0802,"SMP Negeri 1 Kendari, Kendari,-1980"
7401-00-0000-0802,"SD Negeri 1 Kemaraya. Kendari,-1976"
7501-00-0000-0501,"1968-1971, SLTA, SMA NEGERI I, TERNATE"
7501-00-0000-0501,"1972-1978, SI, ITB. BANDUNG"
7501-00-0000-0501,"2005-2007, S3. UNIV. GADJAIH MADA, YOGYAKARTA"
7501-00-0000-0502,"1960-1966, SD, SDN DUANO, GORONTALO"
7501-00-0000-0502,"1966-1969, SLIP, SMP I HARAPAN, JAKARTA"
7501-00-0000-0502,"1969-1972, SLTA, SMA KARYAWAN, JAKARTA"
7501-00-0000-0502,"1998-2002, S1, UNIV. IBNU CHALDUN, JAKARTA"
7501-00-0000-0502,"2002-2003, S2, UNIV. INDONESIA ESA UNGGUL, JAKARTA"
7501-00-0000-0601,"Universitas Indonesia, Program Pascasarjana Manajemen Komunikasi Politik (2007). Lulus dengan IPLK: 3,80."
7501-00-0000-0601,"STT Telkom, Bandung. Jurusan Teknik dan Manajemen Industri (1998). Lulus dengan skripsi terbaik."
7501-00-0000-0601,"SMAN 81 Labschool, Jakarta Timur (1991-1993)."
7501-00-0000-0601,"SMA Seruni Don Bosco Pondok Indah, Jakarta Selatan (1990-1991)"
7501-00-0000-0601,"SMAN 3 Kota Gorontalo (1990.hanya 1,5 bulan)."
7501-00-0000-0601,SMP Negeri 6 Gorontalo (1987-1990)
7501-00-0000-0601,"SDN II Ayula, Tapa, Gorontalo (1981-1987)"
7601-00-0000-0502,"SMAN 1 Bau-Bau SULTRA, Tahun Tamat 1974 ."
7601-00-0000-0502,"SMPN 1 Bau-Bau SULTRA, Tahun Tamat 1971."
7601-00-0000-0502,"SD REGINA Pacis Bogor JABAR, Tahun Tamat 1968"
7601-00-0000-0601,SDN no 1 Polewali (tamat tahun 1982)
7601-00-0000-0601,SMPN No 1 Polewali (tamat tatum 1985)
7601-00-0000-0601,SMA TRI DHARMA Polewali (tamat tahun 1988)
7601-00-0000-0601,Fakultas Ekonomi Universitas Muslim Indonesia(tamat 1993)
7601-00-0000-0601,Magister Manajemen Uni version 45 Makassar (tamat 2013)
7601-00-0000-0701,SD TH 1964
7601-00-0000-0701,SMP TH 1967
7601-00-0000-0701,SMA TH 1970
7601-00-0000-0701,AKABRI 1974
7601-00-0000-0701,SESKOAD 1990
7601-00-0000-0701,LEMHANAS 2001
8101-00-0000-0501,"1963-1969, SD. GPM REHOBOTH 11. AMBON"
8101-00-0000-0501,"1969-1972, SLTP, SMP NEGERI II. AMBON"
8101-00-0000-0501,"1971-1974. SLTA. SMA NEGERI TUAL, TUAL"
8101-00-0000-0501,"1979-1983. SI. UNIVERSITAS PATTIMURA, AMBON"
8101-00-0000-0501,"2004-2006, S2. UNIVERSITAS INDONESIA, DEPOK"
8101-00-0000-0201,SDN 5 Masohi lulus 1983
8101-00-0000-0201,"MTs N Ambon, lulus 1987"
8101-00-0000-0201,"MAN Ternate, lulus 1990"
8101-00-0000-0601,SDN BACIRO I YOGYAKARTA 1999
8101-00-0000-0601,"SLTPN 68 JAKARTA, 2002"
8101-00-0000-0601,"SMAN 97 JAKARTA, 2005"
8101-00-0000-0404,"SD negeri 4 Ambon, lulus tahun 1985"
8101-00-0000-0404,"SMP Negeri 3 Ambon, lulus tahun 1988"
8101-00-0000-0404,"SMA Ncgeri 1 Ambon, lulus tahun 1991"
8101-00-0000-0404,"SI, Jurusan Tcknik McsinKapal Pakultas Teknik Unpatti Ambon, lulus taliun 2000"
8201-00-0000-0502,"1999-2003,S1, UNHAS, MAKASSAR"
8201-00-0000-0502,"2008-2010,S3, UNHAS, MAKASSAR"
8201-00-0000-0403,SD BUDI MULIA BOGOR (1990-1996)
8201-00-0000-0403,SMP SANG TIMUR JOGJAKARTA (1996-1999)
8201-00-0000-0403,SMA PANGUDI LUHUR VAN LITH MUNTILAN ( 1999 -2002)
8201-00-0000-0403,"S - 1 JURUSAN KOMUNIKASI, FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, UNIVERSITAS ATMAJAYA YOGYAKARTA (2002-2008)"
8201-00-0000-0403,"S-2 FACULTY OF ARTS, MASTER OF COMMUNICATION AND MEDIA STUDIES, MONASH UNIVERSITY MELBOUNRE (2008-2010)"
8201-00-0000-0801,"S2 Prog.Studi. Komunikasi Politik FISIP-Univ. Indonesia, Jakarta. 2005-2007"
8201-00-0000-0801,"S1 Fak. Tarbiyah Univ. Muhammadiyah Jakarta, Jakarta, 1980-1997"
8201-00-0000-0801,"Sarjana Muda pada IAIN Ternate, Ternate, 1976-1980"
8201-00-0000-0801,"SP IAIN Ternate, Ternate, 1973-1976"
8201-00-0000-0801,"SMP Islam Ternate, Ternate, 1970-1973"
8201-00-0000-0801,"SD Islamiyah III Ternate, Ternate, 1964-1970"
8201-00-0000-0801,"S3 Prog.Studi. Manajemen Pendidikan Univ. Negeri Jakarta (Dalam Tahap Penyelesaian),"
9101-00-0000-0102,"1962-1968, SD, SD Don Bosco LEWOTOLOK, JAYAPURA"
9101-00-0000-0102,"1968-1970, SLTP, SMP AMPERA 3, WAIPUKANG"
9101-00-0000-0102,"1970-1974, SLTA, SMAN 1 FAKFAK, PAPUA BARAT"
9101-00-0000-0507,"1977-1981, SLTA, SMAN 414 ABEPURA, JAYAPURA"
9101-00-0000-0507,"1995-1998, SI, STT EL SHADDAI, MANADO"
9101-00-0000-0202,SD tahun 1980
9101-00-0000-0202,SLTP tahun 1983
9101-00-0000-0202,SLTA tahun 1986
9101-00-0000-0610,Lulus Sekolah Dasar Tahun 1975 Di Srui
9101-00-0000-0610,Lulus Sekolah Lanjutan Pertama Tahun 1975 Di Biak
9101-00-0000-0610,Lulus Sekolah Lanjutan Tingkat Atas Tahun 1982 Di Jakarta
9101-00-0000-0304,SD YPPK Papua Lulus Tahun 1982
9101-00-0000-0304,SMP YPPK Eputo Lulus Tahun 1986
9101-00-0000-0304,"SMA Negeri Wamena, Papua, Lulus Tahun 1989"
9101-00-0000-0705,SD YPK Nabire(1987)
9101-00-0000-0705,SMA Negeri YPK Nabire (1990)
9101-00-0000-0705,SMA Negeri 1 Nabire (1993)
9101-00-0000-0705,"Sarjana Hukum (UKI - Tomohon, 19999)"
9101-00-0000-0705,Sarjana FISIP UNIVERSITA SAM RATULANGI Manado (2001)
9101-00-0000-0705,"Magister Hukum (Pasca Sarjana Universitas Sam Ratulangi, 2004)"
9101-00-0000-0705,Program Doktoral Ilmu Hukum TRISAKTI (2012 s/d sekarang)
9101-00-0000-0709,"SD Negeri Karubaga, 8 Juni 1989"
9101-00-0000-0709,"SMP Negeri Karubaga, 8 Juni 1992"
9101-00-0000-0709,"SMA YPK Asisi Sentani, 26 Mei 1995"
9101-00-0000-0709,"Universitas (UTS) Surabaya, Jawa timur 16 Nov'2009"
9101-00-0000-0401,SD GPM lulus 1983
9101-00-0000-0401,SMP Neg. 1 Tual lulus 1986
9101-00-0000-0401,SMA Neg. 1 Tual lulus 1989
9101-00-0000-0401,Univ. Cendrawasih lulus 2004
9101-00-0000-0401,Univ. Gadjah Mada Jogia lulus 2008
9101-00-0000-0407,SD Merdeka Jakarta 1971
9101-00-0000-0407,SMP PSKD KI Jakarta 1974
9101-00-0000-0407,STM Penerbangan Gutama Jakarta 1977
9101-00-0000-0407,"Studiengemeinschaft Darmstadt, Germany 1984"
9101-00-0000-0407,"Johannes-Gutenberg-Universitat, Mainz, Germany"
9101-00-0000-0801,"Universitas Trisakti Magistcr Hukum, Jakarta, 2009-2011"
9101-00-0000-0801,"Universitas Yapis Papua Jayapura Fakultas Hukum, Papua, 2004-2008"
9101-00-0000-0801,"SMA YP PGRI Ujung Pandang, Ujung Pandang. 1970-1974"
9101-00-0000-0801,"SMEP Negeri Pinrang, Pinrang, 1967-1970"
9101-00-0000-0801,"SD Negeri Masolo Benteng Kab Pinrang, Pinrang. 1961-1967"
9201-00-0000-0501,"1969-1975, SD, STELLA MARIS. SORONG"
9201-00-0000-0501,"1976-1978, SLTP, DON BOSCO, SORONG"
9201-00-0000-0501,"1979-1981, SLTA, DON BOSCO. JAKARTA"
9201-00-0000-0501,"2009-2012, S1, UNIVERS1TAS 17 AGUSTUS 1945, JAKARTA"
9201-00-0000-0701,Lulusan SD Negeri 1 Ambon Tahun 1982
9201-00-0000-0701,Lulusan SMP Negeri 6 Ambon Tahun 1985
9201-00-0000-0701,Lulusan SMA Kristen 6 Ambon Tahun 1988
9201-00-0000-0701,Lulusan Universitas Pattimura Ambon 1993
9201-00-0000-0701,"Lulusan STIE IPWIJA,Jakarta Tahun 2003"
9201-00-0000-0401,"SD YPK Pison Fategomi, Kabupaten Maybrat - Papua Barat Tamat tahun 1980, Berijazah"
9201-00-0000-0401,"SMP Negeri 1I Nabarua, Nabire - Papua, Tamat Tahun 1985 berijazah"
9201-00-0000-0401,"SMA YPPK St. Agustinus Sorong - Papua Barat, Tamat Tahun 1988, berijazah"
9201-00-0000-0401,Fakultas Kedokteran Gigi UNHAS Tahun 1988-1993
9201-00-0000-0401,"Fakultas Hukum Universitas Jakarta, Tamat Tahun 2009, Berijazah"
3305-00-0000-0508,"1989-1992, SLTA, SMA, PERSAMAAN, JAKARTA"
3305-00-0000-0508,"1996-2001, SI, UNIVERSITAS BOROBUDUR, JAKARTA"
3305-00-0000-0508,"2007-2009, S2, UNIVERSITAS GAJAH MADA, YOGYAKARTA"
3305-00-0000-0201,SD Negeri Pucangan 1 Kartousro Sukoharjo (1976)
3305-00-0000-0201,SMP Negeri 1 Kartosuro Sukoharjo (1980)
3305-00-0000-0201,SMA Negeri 1 Kartosuro Sukoharjo (1983)
3305-00-0000-0201,Sarjana (S1) Sastra Inggris UNS Surakarta (1989)
3305-00-0000-0201,Sarjana (S2) FISIP UT (2004)
3305-00-0000-0201,S2 Iimu Kcmunikasi FISIP UNS Surakarta (2003)
3305-00-0000-0601,SD Pandeyan (Tahun 1976)
3305-00-0000-0601,SMP NEGERI I Kartasura (1974)
3305-00-0000-0601,SMA Kristen Surakarla (Tahun1982)
3305-00-0000-0601,Sl Universitas Jendral Soedirman (Tahun 1987)
3305-00-0000-0601,S2 Universitas Sebelas Maret (Tahun 2008)
3305-00-0000-0601,S2 Universitas Slamet Riyadi (Tahun 2009)
3305-00-0000-0301,"SDN, Purworejo, 1981"
3305-00-0000-0301,"SMPN, Purworejo, 194"
3305-00-0000-0301,"SMAN, Purworejo, 1987"
3305-00-0000-0301,"S-1 FE UNS, Surakarta, 1994"
3305-00-0000-0301,"S-2 FE UNDIP Semarang, 2007"
3305-00-0000-0401,"Ilmu Kmunikasi, FISIp- universitas Indonesia, 1997"
3305-00-0000-0401,"SMA Perguruan Cikini- Jakarta, 1991"
3305-00-0000-0401,"SMP Perguruan Cikini- Jakarta, 1988"
3305-00-0000-0402,SD Panaggudi Luhur Surakarta Lulus Tahun 1978
3305-00-0000-0402,SLTP Pangudi Luhur Surakarta Lulus Tahun 1984
3305-00-0000-0402,SMU Panaggadi Luhur Surakarta Lulus Tahun 1984
3305-00-0000-0402,Sarjana Fisipol UGM Jogjakarta Lulus Tahun 1992
3305-00-0000-0408,SDN III Papringan Kab. Semarang 1986
3305-00-0000-0408,SMPN 2 Ampel Boyolali 1990
3305-00-0000-0802,"SMA Harapan Kertasura, Kaertasura, 1989-1992"
3305-00-0000-0802,"SMP AI - Islam Surakarta, Surakarta, 1986-1989"
3305-00-0000-0802,"SD AI -Irsyad Subrabaya, Subrabaya, 1980-1986"
3305-00-0000-0802,"TK Bustanul Atfal Subrabaya, Subrabaya, 1978-1980"
