id,provinsi_id,nama,tempat_lahir,tanggal_lahir,jabatan,fraksi,alamat,keterangan
118,11,SOFIYAN HANAFIAH,Bluka Tubai,07 Januari 1966,Anggota,,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
119,11,SAIFULLAH,Lhoksukon,07 Oktober 1973,Penasehat,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
120,11,HASANUSI,Ulee Rubek Timu,19 Mei 1973,Ketua,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
121,11,"TANTAWI, A.Md",Sawang,10 Maret 1973,Wakil Ketua,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
122,11,Drs. AS'ADI,Sumbok,29 Januari 1967,Sekretaris,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
123,11,H. HASANUDDIN,Desa Rangkileh,30 Desember 1952,Wakil Sekretaris,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
124,11,MUHAMMAD WALI,Mns Meucat,08 Februari 1969,Bendahara,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
125,11,M. SANI ISHAK,Paya Rabo Lhok,01 Juli 1965,Anggota,Fraksi Partai Amanat Karya Bangsa,"DPRK Kabupaten Aceh Utara, Jl. Nyak Adam Kamil No.1 Simpang Empat Lhokseumawe dan (0645) 42761-43035",Anggota
126,11,TGK. JANUAR HASAN,Banda Aceh,08 Januari 1973,Anggota Komisi C,Demokrat,,Anggota Fraksi
127,11,"AIYUB BUKHARI, S.Pd",Teupin raya,28 Desember 1968,Anggota Komisi B,Demokrat,,Wakil Fraksi
128,11,"H. ISNAINI HUSDA, SE",Banda Aceh,10 Februari 1974,Anggota Komisi D,Demokrat,,Sekretaris Fraksi
129,11,"ROYES RUSLAN, SH",Banda Aceh,02 Februari 1977,Anggota Komisi A,Demokrat,,Ketua Fraksi
130,11,"ARIEF FADILLAH, S.I.Kom",Medan,10 Juli 1972,Ketua DPRK,Demokrat,,Anggota Fraksi
131,11,Ir. M. ALI,Gp. Pineung,31 Desember 1965,Anggota Komisi B,NasDem,,Wakil Fraksi
132,11,"H. HERI JULIUS, S.Sos",Banda Aceh,02 Maret 1970,Wakil Ketua I DPRK,NasDem,,Anggota Fraksi
133,11,ABDUL RAFUR,Rantau Binuang,24 Juni 1977,Anggota Komisi C,NasDem,,Sekretaris Fraksi
134,11,"T. IQBAL DJOHAN, SE",Lhokseumawe,18 Juni 1978,Anggota Komisi D,NasDem,,Ketua Fraksi
135,11,T. HENDRA BUDIANSYAH,Banda Aceh,23 Oktober 1980,Wakil Ketua II DPRK,Partai Aceh,,Anggota Fraksi
136,11,Ir. BUNYAMIN,Banda Aceh,29 April 1964,Sekretaris Komisi B,Partai Aceh,,Ketua Fraksi
137,11,RAZALI ISMAIL,Bireun,05 Februari 1960,Wakil Ketua Komisi D,Partai Aceh,,Wakil Fraksi
138,11,"TASRIF B, ST",Banda Aceh,11 Mei 1971,Ketua Komisi C,Partai Aceh,,Sekretaris Fraksi
139,11,"FARID NYAK UMAR, ST",Pidie,30 Juni 1978,Ketua Komisi D,P K S,,Sekretaris Fraksi
140,11,"MUKMINAN, SE",Banda Aceh,03 April 1977,Anggota Komisi B,P K S,,Wakil Fraksi
141,11,ZULFIKAR,Banda Aceh,16 April 1981,Sekretaris Komisi A,P K S,,Anggota Fraksi
142,11,"IRWANSYAH, ST",Samatiga,24 Desember 1981,Anggota Komisi C,P K S,,Ketua Fraksi
143,11,"SABRI BADRUDDIN, ST",Sabang,08 Oktober 1972,Ketua Komisi B,Golkar dan PDA,,Sekretaris Fraksi
144,11,"ASKARI, S.Sos",Ulee Kareng,05 Desember 1961,Wakil Ketua Komisi A,Golkar dan PDA,,Anggota Fraksi
145,11,"H. ISKANDAR MAHMUD, SH",Meureudu,01 Januari 1963,Anggota Komisi D,Golkar dan PDA,,Ketua Fraksi
146,11,"M. NASIR, B.Sc",Samalanga,01 Januari 1960,Sekretaris Komisi D,P P A I,,Anggota Fraksi
147,11,"SYARIFAH MUNIRAH, S.Ag",Lameu Pidie,23 September 1970,Anggota Komisi B,P P A I,,Anggota Fraksi
148,11,H. ILMIZA SA'ADUDDIN DJAMAL,Banda Aceh,31 Mei 1970,Ketua Komisi A,P P A I,,Ketua Fraksi
149,11,ISMAWARDI,Banda Aceh,07 Mei 1979,Wakil Ketua Komisi B,P P A I,,Anggota Fraksi
150,11,"MAHDI, S.Ag",Banda Aceh,08 Desember 1972,Anggota Komisi D,P P A I,,Anggota Fraksi
151,11,KHAIRUL BASYAR,Banda Aceh,18 Juli 1966,Anggota Komisi A,P P A I,,Wakil Fraksi
152,11,MAHYIDDIN,Alue Paku,25 Mei 1970,Anggota Komisi B,P K S,,Anggota Fraksi
153,11,"RAMZA HARLI, SE",Banda Aceh,29 Maret 1969,Sekretaris Komisi C,P K S,,Anggota Fraksi
154,11,DANIEL ABDUL WAHAB,Ulim,15 Maret 1983,Wakil Ketua Komisi C,P P A I,,Sekretaris Fraksi
155,11,H. AZHAR,Banda Aceh,30 Juni 1968,Anggota Komisi C,Golkar dan PDA,,Wakil Fraksi
156,11,ABD GANI ISA,Mns. Tanjong,08/12/64,"Ketua Fraksi Partai Aceh, Wakil Ketua Komisi D (Bidang Pembangunan Infrastruktur dan Technology), Anggota Badan Musyawarah dan Anggota Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
157,11,DAHLAN ZA,Keude Peulimbang Kab. Aceh Utara,06/04/69,"Wakil Ketua Fraksi Partai Aceh, Ketua Komisi D (Bidang Pembangunan Infrastruktur dan Technology), Anggota  Badan Musyawarah dan Anggota  Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
158,11,"FADHLI YUSUF, S.Pd",Pulo Reudeup,27/10/1979,"Sekretaris Fraksi Partai Aceh, Ketua Komisi A (Bidang Pemerintahan), Anggota Badan Musyawarah dan  Anggota Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
159,11,"RIDWAN MUHAMMAD, SE",Blang Seupeng,31/12/1961,"Anggota Fraksi Partai Aceh, Ketua Merangkap Anggota Badan Musyawarah, dan Ketua Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
160,11,RUSYIDI MUKHTAR,Pulo Pisang,01/07/78,"Anggota Fraksi Partai Aceh, Anggota Komisi C (Bidang Keuangan dan Kesehatan), Anggota Badan Musyawarah dan Anggota Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
161,11,RAIS MUSTAFA,Blang Rambong,08/07/70,"Anggota Fraksi Partai Aceh, Sekretaris Komisi E (Bidang Pendidikan dan Keistimewaan Aceh) dan Anggota Badan Kehormatan.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
162,11,"SALWA HANUM, S.Pd",Cot Nga,21/05/1988,"Anggota Fraksi Partai Aceh, Anggota Komisi A (Bidang Pemerintahan), dan Anggota Badan Legislasi.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
163,11,Tgk. ZAKARIA,Samuti Aman,05/08/68,"Anggota Fraksi Partai Aceh, Anggota Komisi C (Bidang Keuangan dan Kesehatan) dan Wakil Ketua Badan Kehormatan.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
164,11,MUZAKKIR MAHMUD,Pante Baroh,08/12/70,"Anggota Fraksi Partai Aceh, Sekretaris Komisi B (Bidang Ekonomi dan Lingkungan Hidup) dan Anggota Badan Musyawarah.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
165,11,Tgk. BASRI ABDULLAH,Jangka Mesjid,02/01/60,"Anggota Fraksi Partai Aceh, Wakil Ketua Komisi E (Bidang Pendidikan dan Keistimewaan Aceh) dan Anggota Badan Musyawarah.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
166,11,"MUHAMMAD NUR, SH",Jeunieb,31/01/1964,"Anggota Fraksi Partai Aceh, Sekretaris Komisi A (Bidang Pemerintahan) dan Wakil Ketua Badan Legislasi.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
167,11,MUSLEM BIN ABDULLAH,Samalanga,05/06/78,"Anggota Fraksi Partai Aceh, Anggota Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota  Badan Legislasi.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
168,11,YUSDIANI M. ALI,Samalanga,04/03/75,"Anggota Fraksi Partai Aceh, Ketua Komisi B (Bidang Ekonomi dan Lingkungan Hidup) dan Anggota Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
169,11,JASMAN RANY,Pante Piyeu,14/10/1972,"Anggota Fraksi Partai Aceh, Anggota Komisi B (Bidang Ekonomi dan Lingkungan Hidup) dan Anggota Badan Anggaran.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
170,11,ZULFIKAR,Bireuen,15/01/1984,"Anggota Fraksi Partai Aceh, Wakil Ketua Komisi C (Bidang Keuangan dan Kesehatan) dan Anggota Badan Musyawarah.",Partai Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
171,11,SUHAIMI HAMID,Samalanga,10/12/83,"Ketua Fraksi Partai Nasional Aceh, Anggota Komisi B (Bidang Ekonomi dan Lingkungan Hidup), Anggota Badan Musyawarah dan Anggota Badan Legislasi.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
172,11,Tgk. HAIDAR M. AMIN,Kuala Jeumpa,27/12/1974,"Wakil Fraksi Ketua Partai Nasional Aceh, Anggota Komisi E (Bidang Pendidikan dan Keistimewaan Aceh) dan Anggota Personalia Badan Kehormatan.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
173,11,MUZAKKIR M. NUR,Pulo Panyang,01/07/74,"Sekretaris Fraksi Partai Nasional Aceh, Anggota Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota Badan Anggaran.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
174,11,Drs. MUHAMMAD ARIF,Meunasah Cut Peudada,01/05/64,"Anggota Fraksi Partai Nasional Aceh, Wakil Ketua Merangkap Anggota Badan Musyawarah dan Wakil Ketua Badan Anggaran.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
175,11,MUHAMMAD NIZAR,Lapang Timur,19/10/1975,"Anggota Fraksi Partai Nasional Aceh, Anggota Komisi A (Bidang Pemerintahan) dan Anggota Badan Musyawarah.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
176,11,ANWAR HASAN,Pante Gajah,06/07/55,"Anggota Fraksi Partai Nasional Aceh, Anggota Komisi E (Bidang Pendidikan dan Keistimewaan Aceh) dan Anggota Badan Anggaran.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
177,11,Ir. M. YUSUF,Cot Puuk,31/12/1963,"Anggota Fraksi Partai Nasional Aceh, Anggota Komisi B (Bidang Ekonomi dan Lingkungan Hidup), Anggota Badan Musyawarah dan Anggota Badan Legislasi.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
178,11,MUZAKKIR,Rambong Payong,11/06/70,"Anggota Fraksi Partai Nasional Aceh, Anggota Komisi C (Bidang Keuangan dan Kesehatan) dan Anggota  Badan Anggaran.",Partai Nasional Aceh,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
179,11,Drs. M. JAMIL DAUD,Matang Mesjid,31/12/1965,"Ketua Fraksi PPP-PKS-PAN, Wakil Ketua Komisi B (Bidang Ekonomi dan Lingkungan Hidup) dan Anggota Badan Anggaran.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
180,11,"ATHAHILLAH M. SALEH, MA",Samuti Krueng,22/04/1977,"Wakil Ketua Fraksi PPP-PKS-PAN, Wakil Ketua Merangkap Anggota Badan Musyawarah dan Wakil Ketua  Badan Anggaran.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
181,11,"YUSRIADI, SH",Bireuen,29/04/1979,"Sekretaris Fraksi PPP-PKS-PAN, Sekretaris Komisi C (Bidang Keuangan dan Kesehatan), Anggota Badan Musyawarah dan Anggota Badan Legislasi",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
182,11,Drs. H. ABDULLAH AMIN,Cot Batee,31/12/1947,"Anggota Fraksi PPP-PKS-PAN, Ketua Komisi C (Bidang Keuangan dan Kesehatan) dan Anggota Badan Musyawarah.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
183,11,"MURDANI BANTA ALI, ST",Cot Ara,13/09/1967,"Anggota Fraksi PPP-PKS-PAN, Anggota Komisi B (Bidang Ekonomi dan Lingkungan Hidup), Anggota Badan Anggaran dan Ketua Badan Kehormatan.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
184,11,ISNAINI,Samalanga,20/05/1974,"Anggota Fraksi PPP-PKS-PAN, Wakil Ketua Komisi A (Bidang Pemerintahan).",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
185,11,ISMAIL ADAM,Cot Puuk,01/07/61,"Anggota Fraksi PPP-PKS-PAN, Ketua Komisi E (Bidang Pendidikan dan Keistimewaan Aceh) dan Badan Anggaran.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
186,11,HASANUDDIN USMAN,Aceh Utara,03/12/58,"Anggota Fraksi PPP-PKS-PAN, Anggota Komisi A (Bidang Pemerintahan) dan Badan Anggaran",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
187,11,"ZULFAHMI, SE",Pandrah,03/03/85,"Anggota Fraksi PPP-PKS-PAN, Anggota Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota Badan Musyawarah.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
188,11,RUSLAN AMIN,Bireuen,16/08/1968,"Anggota Fraksi PPP-PKS-PAN, Sekretaris Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota Badan Musyawarah.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
189,11,MUCHLIS R,Blang Rheum,06/02/83,"Anggota Fraksi PPP-PKS-PAN, Anggota Komisi E (Bidang Pendidikan dan Keistimewaan Aceh), Ketua Badan Legislasi dan Anggota Badan Anggaran.",PPP-PKS- PAN,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
190,11,H. MUHAMMAD AMIN AR,Bireuen,01/10/64,"Ketua Fraksi Karya Indonesia Damai, Anggota Komisi E (Bidang Pendidikan dan Keistimewaan Aceh), Anggota Badan Musyawarah dan Anggota  Badan Kehormatan.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
191,11,"FAISAL HASBALLAH, A.Md",Tanjong Beuridi,10/11/76,"Wakil Ketua Fraksi Karya Indonesia Damai, Anggota Komisi C (Bidang Keuangan dan Kesehatan) dan Anggota Badan Anggaran.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
192,11,Tgk. RAZALI NURDIN,Jeunieb,05/04/83,"Sekretaris Fraksi Karya Indonesia Damai, Anggota Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota Badan Musyawarah.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
193,11,TEUKU MUHAMMAD MUBARAQ,Bireuen,12/11/83,"Anggota Fraksi Karya Indonesia Damai, Anggota Komisi A (Bidang Pemerintahan) dan Anggota Badan Anggaran.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
194,11,"SYAUQI FUTAQI, S.Fil.I",Samalanga,21/08/1991,"Anggota Fraksi Karya Indonesia Damai, Anggota Komisi B (Bidang Ekonomi dan Lingkungan Hidup), Anggota Badan Musyawarah dan Anggota Badan Legislasi.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
195,11,FAJRI FAUZAN,Gandapura,12/08/75,"Anggota Fraksi Karya Indonesia Damai, Anggota Komisi D (Bidang Pembangunan Infrastruktur dan Technology) dan Anggota Badan Anggaran.",Karya Indonesia Damai,"Jl. Laksamana Malahayati No. 1, Kecamatan Kota Juang, Kabupaten Bireuen, Telp. (0644)-324311",
196,11,Azhar Mahmud,Lhokseumawe,15 Mei 1972,Anggota DPRK,Nasional Demokrat ( Nasdem),,
197,11,Abdul Manan Jalil,Panton Labu,20 September 1968,Anggota DPRK,Partai Kebangkitan Bangsa ( PKB ),,
198,11,Dicky Saputra,Lhokseumawe,02 Februari 1976,Anggota DPRK,Partai Keadilan Sejahtera ( PKS ),,
199,11,"H. Jailani Usman, SH.MN",Samalanga,01 Juli 1963,Anggota DPRK,Partai Golongan Karya ( Golkar ),,
200,11,Nurul Akbari,Blang Pidie,06 Februari 1971,Anggota DPRK,Partai Gerakan Indonesia Raya ( Gerindra ),,
201,11,T. Sofianus,Cunda,08 Oktober 1973,Anggota DPRK,Partai Demokrat,,
202,11,Zainuddin Umur,Keude Aceh,05 September 1969,Anggota DPRK,Partai Amanat Nasional ( PAN ),,
203,11,Muklis Azhar,Medan,01 Februari 1973,Anggota DPRK,Partai Hati Nurani Rakyat ( Hanura ),,
204,11,H. Taslim A. Rani,Mon Geudong,16 Agustus 1965,Anggota DPRK,Partai Aceh ( PA ),,
205,11,Faisal Rasyidis,Banda Aceh,22 Agustus 1971,Anggota DPRK,Partai Aceh ( PA ),,
206,11,"Ardiansyah, SE",Bireuen,13 Maret 1969,Anggota DPRK,Partai Aceh ( PA ),,
207,11,Irwan Yusuf,Mns. Mesjid,28 Desember 1962,Anggota DPRK,Partai Gerakan Indonesia Raya ( Gerindra ),,
208,11,"M. Hasbi, S. Sos. MSM","Padang, Kasab",12 Juli 1974,Anggota DPRK,Partai Demokrat,,
209,11,Faisal,Lhokseumawe,21 Mei 1977,Anggota DPRK,Partai Amanat Nasional ( PAN ),,
210,11,M. Yasir,Kandang,27 Desember 1976,Anggota DPRK,Partai Aceh ( PA ),,
211,11,Rudy Karma Bakti,Bireuen,31 Mei 1983,Anggota DPRK,Partai Aceh ( PA ),,
212,11,"Jamaluddin, S. Sos",Kandang,21 Agustus 1978,Anggota DPRK,Partai Aceh ( PA ),,
213,11,"Roslina, S. Kom",Alue Majron,12 November 1785,Anggota DPRK,Partai Demokrat,,
214,11,M. Daud,Meuraksa,20 September 1968,Anggota DPRK,Partai Aceh ( PA ),,
215,11,Tgk. Syuib,Tunong,31 Desember 1965,Anggota DPRK,Partai Aceh ( PA ),,
216,11,Sudirman Amin,Tambon Baroh,01 Januari 1970,Anggota DPRK,Nasional Demokrat ( Nasdem),,
217,11,"Yusrizal, A.Md",Langsa,23 November 1973,Anggota DPRK,Partai Keadilan Sejahtera ( PKS ),,
218,11,"Suryadi, SE. MM",Cot Batee,05 Oktober 1965,Anggota DPRK,Partai Amanat Nasional ( PAN ),,
219,11,Ishak Ismail,Idi,12 Oktober 1960,Anggota DPRK,Partai Aceh ( PA ),,
220,11,Tarmizi A. Wahab,Bl. Naleung Mameh,12 Desember 1969,Anggota DPRK,Partai Aceh ( PA ),,
221,11,"TEUKU IRWAN DJOHAN, ST",Kuala Simpang ,1 September 1971,NasDem,,,
222,11,"H. GHUFRAN ZAINAL ABIDIN, MA",Darussalam ,20 Februari 1973,Partai Keadilan Sejahtera,,,
223,11,"Drs. H. SULAIMAN ABDA, M.Si",Sigli,18 Agustus 1958,Golongan Karya,,,
224,11,Drs. H. ABDURRAHMAN AHMAD,Aceh Besar ,12 Januari 1963,Gerindra,,,
225,11,"H. T. IBRAHIM, ST., MM",Lieue ,8 Agustus 1969,Demokrat,,,
226,11,Ir. MAWARDI ALI,Siem ,2 Januari 1969,Partai Amanat Nasional,,,
227,11,MUSANNIF,Medan ,1 Agustus 1973,Partai Persatuan Pembangunan,,,
228,11,Tgk. MUHIBBUSSABRI A. WAHAB,Seulimeum ,1 September 1969,Partai Damai Aceh,,,
229,11,DARWATI A. GANI,Bireuen ,7 September 1972,Partai Nasional Aceh,,,
230,11,AKHYAR A. RASYID,Lamgeulumpang ,14 Februari 1966,Partai Aceh,,,
231,11,SAIFUDDIN,Mureu Bueng Ue ,13 Agustus 1968,Partai Aceh,,,
232,11,"Hj. NURLELAWATI, S.Ag",Matang Kuli ,1 Juli 1965,Golongan Karya,,,
233,11,KARTINI IBRAHIM,Cibrek ,15 Agustus 1969,Gerindra,,,
234,11,"DALIMI, SE.Ak",Banda Aceh ,10 Maret 1956,Demokrat,,,
235,11,Ir. H. SULAIMAN ARY,Lhoknga ,3 Oktober 1965,Partai Amanat Nasional,,,
236,11,ABUBAKAR BIN USMAN,Cubo ,11 Maret 1967,Partai Aceh,,,
237,11,"Tgk. MUHAMMAD HARUN, S.Sos",Gampong Tunong ,31 Desember 1962,Partai Aceh,,,
238,11,"Tgk. ANWAR RAMLI, S.Pd",Paya Dua ,8 Juni 1977,Partai Aceh,,,
239,11,Ir. MAKRUM THAHIR,Gampong Baro ,18 Agustus 1967,Partai Aceh,,,
240,11,Hj. UMMI KALSUM,Amud Mesjid ,6 September 1959,Partai Aceh,,,
241,11,Ir. SAIFUDDIN MUHAMMAD,Mns. Papeuen ,6 April 1964,NasDem,,,
242,11,"Hj. FAUZIAH H. M. DAUD, S.Pd",Paya Meuneng ,31 Desember 1961,Golongan Karya,,,
243,11,"MURDANI YUSUF, SE",Ulee Gle ,8 September 1972,Partai Persatuan Pembangunan,,,
244,11,SAMSUL BAHRI BEN AMIREN,Samalanga ,20 Januari 1972,Partai Nasional Aceh,,,
245,11,"ZULFADHLI, A.Md",Samalanga ,14 Februari 1972,Partai Aceh,,,
246,11,"KAUTSAR, S.HI",Sigli ,22 November 1977,Partai Aceh,,,
247,11,EFENDI,Jangka Mesjid ,2 Februari 1974,Partai Aceh,,,
248,11,RAMADHANA LUBIS,R. Prapat ,24 Desember 1968,NasDem,,,
249,11,BARDAN SAHIDI,Aceh Tengah ,28 Desember 1978,Partai Keadilan Sejahtera,,,
250,11,IBERAMSYAH,Tansaril ,21 Februari 1953,Golongan Karya,,,
251,11,Ir. ALAIDIN ABU ABBAS,Uning ,12 September 1966,Demokrat,,,
252,11,"Hj. ISMANIAR, SE",Tapaktuan ,12 Desember 1964,Partai Amanat Nasional,,,
253,11,ADAM MUKHLIS,Takengon ,5 Mei 1969,Partai Aceh,,,
254,11,"T. RUDI FATAHUL HADI, S.Hi",Lhokseumawe ,8 September 1979,NasDem,,,
255,11,drh. NURAINI MAIDA,Lhoksukon ,27 September 1956,Golongan Karya,,,
256,11,Ir. H. T. HASDARSYAH,Medan ,7 Agustus 1967,Demokrat,,,
257,11,"Tgk. H. MUCHTAR A. AL - KHUTBY, SHI",Simpang Mulieng ,31 Desember 1952,Partai Persatuan Pembangunan,,,
258,11,DEDI SAFRIZAL,Lhokseumawe ,25 Mei 1980,Partai Nasional Aceh,,,
259,11,ABU BAKAR A. LATIF (ABU LEN),Ketapang ,1 Juli 1965,Partai Aceh,,,
260,11,"ERMIADI ABDUL RAHMAN, ST",Lhokseumawe ,2 Juni 1971,Partai Aceh,,,
261,11,Tgk. H. MUHARUDDIN,Matang Panyang ,18 Juni 1978,Partai Aceh,,,
262,11,AZHARI,Panton ,12 Januari 1976,Partai Aceh,,,
263,11,SULAIMAN,Lancok ,12 September 1970,Partai Aceh,,,
264,11,TARMIZI,Babah Krueng ,1 Juli 1978,Partai Aceh,,,
265,11,MUHAMMAD ISA,Bayu ,3 Februari 1970,Partai Aceh,,,
266,11,Ir. Hj. FATIMAH,Blang Jambee ,12 Juni 1971,NasDem,,,
267,11,DARMAWAN,Aceh Timur ,31 Desember 1963,Partai Persatuan Pembangunan,,,
268,11,RIDWAN A BAKAR,Idi Rayeuk ,4 Desember 1964,Partai Aceh,,,
269,11,Tgk. USMAN,Lueng Sa ,3 April 1970,Partai Aceh,,,
270,11,"ISKANDAR, S.HI",Rantau Panjang ,3 November 1981,Partai Aceh,,,
271,11,"JAINUDDIN, SE",Sungai Raya ,5 Desember 1980,Partai Aceh,,,
272,11,ZULFIKAR ZB LIDAN,Medan ,4 November 1966,NasDem,,,
273,11,Tgk. MAKHYARUDDIN YUSUF,Meureudu ,25 Februari 1977,Partai Keadilan Sejahtera,,,
274,11,"Hj. YUNIAR, SP, M.Si",Langsa ,26 Juni 1966,Golongan Karya,,,
