kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 18,466,312,50,255,305,7,312,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 19,482,310,30,274,304,6,310,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 20,443,256,38,218,256,0,256,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 21,532,266,25,237,262,4,266,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 22,588,350,39,303,342,8,350,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 23,585,316,52,257,309,7,316,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 24,481,258,42,208,250,8,258,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 25,486,283,31,248,279,4,283,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 26,481,234,55,172,227,7,234,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 27,541,232,47,183,230,2,232,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 28,460,253,50,190,240,13,253,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 29,346,185,36,149,185,0,185,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 30,449,263,38,219,257,6,263,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 31,516,292,38,246,284,8,292,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 32,556,275,35,231,266,9,275,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 33,507,308,35,270,305,3,308,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 34,445,193,32,157,189,4,193,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 35,516,305,35,264,299,6,305,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 36,487,340,35,290,325,15,340,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 37,440,283,47,221,268,15,283,https://pilkada2015.kpu.go.id/surabayakota/bubutan/tembok_dukuh
TPS 1,167,92,18,74,92,0,92,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 2,611,306,29,275,304,2,306,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 3,593,313,29,281,310,3,313,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 4,609,299,14,281,295,4,299,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 5,525,315,26,283,309,6,315,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 6,636,389,43,339,382,7,389,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 7,578,338,27,303,330,8,338,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 8,487,314,14,296,310,4,314,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 9,522,286,20,258,278,8,286,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 10,598,319,35,280,315,4,319,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 11,504,297,28,261,289,8,297,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 12,542,347,40,302,342,5,347,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 13,568,374,28,338,366,8,374,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 14,599,382,37,338,375,7,382,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 15,567,326,43,282,325,1,326,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 16,492,305,37,266,303,2,305,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 17,474,266,39,220,259,7,266,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 18,497,289,42,246,288,1,289,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 19,485,485,23,288,311,4,315,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 20,766,455,35,414,449,6,455,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 21,742,424,66,352,418,6,424,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 22,783,444,43,396,439,5,444,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 23,404,232,18,212,230,2,232,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 24,445,197,51,138,189,7,196,https://pilkada2015.kpu.go.id/surabayakota/bulak/bulak
TPS 1,440,201,25,173,198,3,201,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 2,445,222,22,198,220,2,222,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 3,462,246,28,210,238,8,246,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 4,642,231,22,202,224,7,231,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 5,572,194,35,154,189,5,194,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 6,580,253,33,216,249,4,253,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 7,575,235,49,175,224,11,235,https://pilkada2015.kpu.go.id/surabayakota/bulak/kedung_cowek
TPS 1,0,149,26,120,146,3,149,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 2,532,222,73,143,216,6,222,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 3,558,269,99,170,269,0,269,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 4,737,348,177,166,343,5,348,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 5,454,281,43,229,272,9,281,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 6,284,171,22,146,168,3,171,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 7,602,262,22,240,262,0,262,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 8,618,254,11,243,254,0,254,https://pilkada2015.kpu.go.id/surabayakota/bulak/kenjeran
TPS 1,593,248,46,193,239,9,248,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 2,598,240,63,169,232,8,240,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 3,568,280,143,122,265,15,280,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 4,579,258,103,140,243,15,258,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 5,564,256,59,186,245,11,256,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 6,588,229,76,144,220,9,229,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 7,586,321,35,282,317,4,321,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 8,603,292,30,261,291,1,292,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 9,520,315,24,289,313,2,315,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 10,454,280,36,242,278,2,280,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 11,398,234,24,210,234,0,234,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 12,402,245,17,224,241,4,245,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 13,361,228,37,188,225,3,228,https://pilkada2015.kpu.go.id/surabayakota/bulak/sukolilo_baru
TPS 1,407,198,17,179,196,2,198,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 2,395,250,28,217,245,5,250,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 3,493,237,14,218,232,5,237,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 4,614,358,48,306,354,4,358,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 5,355,187,11,176,187,0,87,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 6,433,220,40,177,217,3,220,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 7,501,257,41,215,256,1,257,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 8,478,239,44,193,237,2,239,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 9,696,314,54,255,309,5,314,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 10,682,280,23,253,276,0,280,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 11,512,214,7,206,213,1,214,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 12,526,248,11,237,248,0,248,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 13,575,305,45,246,291,14,305,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 14,295,176,21,152,173,3,176,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 15,692,385,45,336,381,4,385,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 16,440,219,50,155,205,14,219,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 17,335,116,30,82,112,4,116,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 18,292,148,38,106,144,4,148,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 19,574,235,68,165,233,2,235,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 20,417,247,58,183,241,6,247,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 21,368,189,25,159,184,5,189,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 22,561,270,24,242,266,4,270,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_kupang
TPS 1,609,213,14,197,211,2,213,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 2,556,302,26,273,299,3,302,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 3,595,368,66,296,362,6,368,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 4,465,281,49,229,278,3,281,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 5,473,345,50,288,338,7,345,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 6,602,358,39,316,355,3,358,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 7,600,399,70,320,390,9,399,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 8,515,326,49,275,324,2,326,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 9,562,167,9,157,166,1,167,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 10,426,181,8,172,180,1,181,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 11,509,256,41,213,254,2,256,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 12,475,228,39,189,228,0,228,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 13,503,244,43,198,241,3,244,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 14,482,239,25,213,238,1,239,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 15,599,240,43,192,235,5,240,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 16,495,287,33,251,284,3,287,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 17,588,334,52,270,322,12,334,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 18,585,290,41,249,290,0,290,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 19,597,329,30,287,317,12,329,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/dukuh_pakis
TPS 1,656,237,15,222,237,0,237,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 2,480,316,41,267,308,8,316,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 3,461,262,31,225,256,6,262,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 4,407,233,27,205,232,1,233,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 5,393,231,29,200,229,2,231,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 6,751,439,66,368,434,5,439,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 7,749,447,49,393,442,5,447,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 8,502,337,48,287,335,2,337,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 9,480,301,47,252,299,2,301,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 10,630,391,46,335,381,10,391,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 11,655,403,56,336,392,11,403,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 12,405,250,49,197,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 13,261,141,24,110,134,7,141,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 14,525,338,41,291,332,6,338,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 15,353,220,32,183,215,5,220,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 16,602,206,5,198,203,3,206,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 17,663,346,27,311,338,8,346,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 18,413,270,41,227,268,2,270,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 19,394,173,10,161,171,2,173,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/gunung_sari
TPS 1,293,193,19,173,192,1,193,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 2,684,395,32,361,393,2,395,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 3,528,324,36,283,319,5,324,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 4,642,322,29,291,320,2,322,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 5,588,362,31,322,353,9,362,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 6,751,470,102,360,462,8,470,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 7,717,439,43,389,432,7,439,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 8,365,176,32,141,173,3,176,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 9,604,180,8,169,177,3,180,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 10,553,226,19,205,224,2,226,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 11,288,177,25,145,170,7,117,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 12,592,232,6,225,231,1,232,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 13,707,247,16,230,246,1,247,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 14,397,240,20,214,234,6,240,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 15,521,181,15,166,181,0,181,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 16,273,144,5,135,140,4,144,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 17,441,168,6,161,167,1,168,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 18,299,112,6,106,112,0,112,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 19,732,336,21,313,334,2,336,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 20,737,239,12,227,239,0,239,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 21,496,145,11,132,143,2,145,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 22,688,195,12,183,195,0,195,https://pilkada2015.kpu.go.id/surabayakota/dukuhpakis/pradahkalikendal
TPS 1,542,339,34,301,335,4,339,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 2,727,450,37,407,444,6,450,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 3,430,291,40,251,291,0,291,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 4,458,254,25,226,251,3,254,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 5,437,280,34,243,277,3,280,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 6,690,414,27,382,409,5,414,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 7,544,319,28,289,317,2,319,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 8,402,277,75,201,276,1,277,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 9,428,265,40,224,264,1,265,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 10,684,397,50,345,395,2,397,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 11,283,121,28,91,119,2,121,https://pilkada2015.kpu.go.id/surabayakota/gayungan/dukuh_menanggal
TPS 1,558,379,69,303,372,7,379,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 2,615,418,93,324,417,1,418,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 3,483,307,28,278,306,1,307,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 4,445,287,27,256,283,4,287,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 5,649,384,50,332,382,2,384,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 6,621,376,44,325,369,7,376,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 7,363,162,19,143,162,0,162,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 8,500,296,38,251,289,7,296,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 9,333,217,29,184,213,4,217,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 10,432,262,29,231,260,2,262,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 11,459,249,27,222,249,0,249,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 12,505,235,10,224,234,1,235,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 13,394,223,17,203,220,3,223,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 14,539,262,36,218,254,8,262,https://pilkada2015.kpu.go.id/surabayakota/gayungan/gayungan
TPS 1,398,244,17,225,242,2,244,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 2,370,188,20,163,183,5,188,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 3,542,268,32,228,260,8,268,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 4,541,237,53,179,232,5,237,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 5,534,312,49,259,308,4,312,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 6,458,279,31,244,275,4,279,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 7,428,225,19,203,222,3,225,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 8,697,387,248,332,380,7,387,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 9,618,299,31,264,295,4,299,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 10,477,273,32,237,269,4,273,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 11,573,295,30,260,290,5,295,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 12,443,226,33,192,225,1,226,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 13,643,377,59,308,367,10,377,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 14,686,429,70,353,423,6,429,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 15,392,235,31,202,233,2,235,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 16,346,219,14,200,214,5,219,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 17,288,172,26,146,172,0,172,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 18,348,198,21,176,197,1,198,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 19,415,240,35,204,239,0,240,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 20,535,307,43,260,303,4,307,https://pilkada2015.kpu.go.id/surabayakota/gayungan/ketintang
TPS 1,459,224,32,191,223,1,224,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 2,473,280,28,247,275,5,280,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 3,493,282,26,252,278,4,282,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 4,524,319,40,274,314,5,319,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 5,532,277,16,257,273,4,277,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 6,571,296,34,261,295,1,296,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 7,432,236,30,204,234,2,236,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 8,520,213,24,188,212,1,213,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 9,378,243,26,212,238,5,243,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 10,423,221,23,196,219,2,221,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 11,433,243,32,207,239,4,243,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 12,427,284,35,218,253,3,256,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 13,482,274,62,209,271,3,274,https://pilkada2015.kpu.go.id/surabayakota/gayungan/menanggal
TPS 1,638,208,22,183,205,3,208,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 2,623,206,22,183,205,1,206,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 3,382,204,35,166,201,3,204,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 4,386,226,9,213,222,4,226,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 5,566,278,29,243,272,6,278,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 6,655,343,34,303,337,6,343,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 7,347,201,35,164,199,2,201,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 8,386,214,42,169,211,3,214,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 9,392,204,27,173,200,4,204,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
TPS 10,697,341,68,267,335,6,341,https://pilkada2015.kpu.go.id/surabayakota/genteng/embong_kaliasin
